	Hosp_diff	Beds_diff	Nurse_diff	area_diff	hispanic_diff	black_diff	2wk_prior_intra_diff	2wk_prior_inter_diff	2wk_onset_intra_diff	2wk_onset_inter_diff	RUCC_diff	elderly_diff	death_diff	More_Deaths
1544	0.8250255605425468	0.5573734223494097	0.7807941659223985	0.6344609577761983	0.4362040596077521	0.5095998842819656	0.4709364784585787	0.46748329320690896	0.47371570714289324	0.47301204356578214	0.7142857142857143	0.6785601042748071	0.5998121680236802	0.0
1058	0.6030385463892075	0.7293949830875645	0.5523374973297461	0.6461249142282773	0.43704212168374695	0.7103652654934082	0.5567107562462674	0.562662521375993	0.5470655018937727	0.5535499618317056	0.5	0.693808387792492	0.5310331763505943	1.0
807	0.7330119665414063	0.6727566969688679	0.5730455614000111	0.6405533693860059	0.4479808624696864	0.4045536508916702	0.4970160477006346	0.4977535574076998	0.4951267407689756	0.49619771578941674	0.5	0.646019218718306	0.6461045104639602	0.0
1262	0.6405388482789134	0.5228148494870358	0.5679605363340854	0.6518428073321809	0.39739468162304037	0.4928226721464095	0.4898322586991024	0.488785832901458	0.48922058285864484	0.4890783716562786	0.5	0.6861717038240509	0.5691587456308775	0.0
194	0.6234005000735402	0.6085558799170832	0.6604511356616858	0.6438884467027903	0.4481526139918396	0.44007226137614924	0.4954184667514429	0.49656065902956836	0.49389370389673776	0.49533190088684503	0.6428571428571429	0.6297884535834168	0.5028795159236635	1.0
1470	0.6279121125579045	0.5776971155637634	0.5759179458987579	0.621054126571955	0.33356486387435436	0.4037565841367304	0.41705618144008766	0.4017827173834729	0.41430803158048307	0.39075629334176837	0.5	0.7250781379575011	0.5344453802791194	0.0
819	0.4511065845423945	0.5559961313294741	0.23100105708548152	0.6375635409227991	0.4275125460893052	0.4627454381739941	0.49493308406893843	0.49628489150894023	0.4934921992505702	0.49509043856341867	0.21428571428571427	0.7156279118472801	0.5578301735116379	0.0
529	0.6087577852976158	0.5492356239641066	0.5827094471163027	0.62386933495026	0.4132008869579874	0.631608861013442	0.45909339160640367	0.45586656969131817	0.46487196000456915	0.46426190889304586	0.8571428571428571	0.6383131550825765	0.6022773542874644	0.0
223	0.6489796706332617	0.6541262591971343	0.44035585256362364	0.6439509773236695	0.46551236753542713	0.6051362163186832	0.5154822039662923	0.5214551274913484	0.5109968192152318	0.5161926358820601	0.21428571428571427	0.4086144067091873	0.5066476577682768	1.0
91	0.6404913286877483	0.5191874337347607	0.6100403876334963	0.6382946170115885	0.36979145026031246	0.24747441233311165	0.4370339312097306	0.4245576658224322	0.4374323518578188	0.42330196507787904	0.5	0.6967564305292123	0.5351885154057323	0.0
428	0.882364625590959	0.9279613413165922	0.610193889123754	0.6460563966330588	0.4571423066135673	0.4165247628220093	0.48131026071424715	0.47499197627463613	0.4819299026385352	0.4780561915021589	1.0	0.9311544625805511	0.8730521711465119	0.0
303	0.6453151542117805	0.5454838043975171	0.5953862502281098	0.6324373604494488	0.7754438429553151	0.35416303186099146	0.4649161042894579	0.46274926182395015	0.4691486259110792	0.4664031047915438	0.5714285714285714	0.5994309516406032	0.535171664329707	0.0
711	0.5812137698979908	0.6140879983148918	0.4904127738782316	0.6405630150668863	0.5457226266432982	0.7608900590316396	0.5631579351297556	0.581421663777769	0.5584038457103078	0.5793212356110014	0.5	0.5852614307213161	0.545646871069082	0.0
1402	0.644948638165396	0.7729549463722495	0.5766689648373549	0.6311528218439416	0.45086833964079154	0.1937350350615681	0.4975022135110554	0.4984370277581464	0.49574414628198105	0.49680321131092303	0.8571428571428571	0.6477218144472311	0.5522169142397625	0.0
1621	0.6055221407912746	0.6261519278356407	0.5151828015810848	0.6480736743757831	0.44992864600451343	0.5621433392107926	0.5110996635212595	0.512867435491721	0.5041275687528941	0.5062262209916075	0.5714285714285714	0.6838525295910036	0.5210936529960386	1.0
766	0.4757030982457334	0.7327842386815676	0.5613278574228595	0.6414354502720249	0.4804286580244114	0.27189534214564187	0.50468130374509	0.5079721943996603	0.5015865711298508	0.504784230992517	0.14285714285714285	0.6000278973651961	0.540918576703281	0.0
1129	0.6672854564109877	0.5142300760582295	0.63929509825652	0.634392107571294	0.4287446802050961	0.3287701310927758	0.42471485921004637	0.4201019417482217	0.4349587720781496	0.431977361412412	0.5	0.609591082371948	0.53353183509654	1.0
111	0.5992899179268678	0.4735154811662126	0.729696161652393	0.6364845551029477	0.41633115528908865	0.4158056520748575	0.48522433403976695	0.4854163361043313	0.4854431365291848	0.48638871133742645	0.5	0.7182811917831132	0.5318417898268933	1.0
1064	0.6946236212585702	0.7302283618314334	0.5215944707331004	0.6345161709839958	0.4410528266415406	0.5347385300728027	0.49977077845890766	0.5027110901452344	0.4973619015762265	0.4999510751339914	0.21428571428571427	0.6022889996200548	0.4587748351291802	1.0
764	0.5923812701537262	0.6143609622899371	0.5432629731202724	0.6454011555525695	0.4269916021977504	0.476152886988056	0.5388422832063074	0.5585892359234582	0.5287752047544046	0.5472678020685042	0.5	0.6269424137660535	0.527117952633769	1.0
1649	0.7762712602357152	0.5169846853834635	0.5675908441885623	0.6388706969869222	0.416347263880368	0.4421029332101615	0.4867483009648293	0.48615127058247637	0.48657927731074324	0.48636732467449434	0.7857142857142857	0.7097306113936664	0.5662591050851787	0.0
241	0.634140049712184	0.4747557303946527	0.5928118779594634	0.6456250018709295	0.3841021114041468	0.3308114216217765	0.4811832373662281	0.48250159505377604	0.47926457777801434	0.4802237182921162	0.5	0.7016274216867295	0.5434927136677932	0.0
372	0.6308016952508652	0.6525761270271532	0.5837562417083302	0.638682107295228	0.4010663125873882	0.6098903164913357	0.488477760655121	0.48686067350636064	0.4846661936499761	0.48361039985125914	0.5714285714285714	0.6979811925534567	0.5352812348913633	0.0
608	0.5989327906968571	0.6509455153849552	0.4973084990533525	0.6322284815669376	0.4532432825356612	0.5700162693495294	0.5104896068744847	0.5143478646196687	0.5063208322364287	0.5098176855974278	0.5714285714285714	0.5287929291148059	0.5316073287755175	1.0
983	0.6895361500678764	0.6811867865419159	0.5682710214088812	0.6388058380982443	0.42928856847307045	0.5133888006847334	0.49871731478594067	0.5013889299190917	0.4965891893713996	0.4990546750037858	0.35714285714285715	0.6374928466905718	0.559809181382032	0.0
768	0.6200764978932835	0.6782122668254872	0.5546630201474574	0.6338905321655186	0.46024692173291	0.49637838947451585	0.49721496219136735	0.4979087518291488	0.4951080439176755	0.49622565642969896	0.5	0.6528909021115025	0.5334360571702702	1.0
302	0.7646523898517181	0.7343790018237702	0.5272136102489426	0.640392053688525	0.43343781905892015	0.531777385258607	0.49686177150112937	0.49892680584616456	0.4951027214563565	0.4971918506695807	0.5	0.6404786764527188	0.29107843659687055	1.0
1540	0.7128745460622342	0.8607601213351722	0.5949561559719799	0.6599754467530144	0.440733603421288	0.6955315855784389	0.49716578175822557	0.49836497797936863	0.49554721521317757	0.4974096266888996	0.42857142857142855	0.6664098678868132	0.5376711063444432	0.0
984	0.6440321748641036	0.6024843236882542	0.6196453038776577	0.6253028826948835	0.32811216563058354	0.49238567185728577	0.47990110034171	0.4792073561888421	0.4794455414628608	0.4785926977884005	0.42857142857142855	0.6879243243001113	0.538388959595679	0.0
990	0.6305133171529026	0.5955057056902685	0.5829739859029025	0.8173610281896688	0.4187461892887272	0.49686079125065685	0.4851742138531256	0.4850173220233449	0.4854885821604471	0.48745310025550154	0.5	0.34633479742430745	0.5527735084666122	0.0
396	0.6435039649776356	0.5506404855402867	0.5984407458657539	0.5870720602209792	0.36175394652327064	0.49797198331980413	0.48650600118753523	0.4887276851208117	0.4874301887549494	0.48954991307931267	0.6428571428571429	0.6616443614044735	0.5135151045188289	1.0
464	0.3584480221476567	0.17210359582023302	0.5009215262058726	0.6420624195292443	0.4356283023041168	0.36732277647794054	0.5356189287029381	0.5430435938590062	0.5286843134918799	0.5343093240446226	0.0	0.44612953804638417	0.19855576305491104	1.0
1210	0.6489311892034924	0.6689935337886257	0.4775896769009412	0.5640877331219709	0.6079216058787748	0.4988304499469561	0.5029148804171504	0.5040487564462163	0.5010487295898962	0.5022733677750593	0.21428571428571427	0.6758450599472745	0.5687290764164592	0.0
546	0.6092205694638295	0.6427960531148484	0.5252151768568332	0.6427246454131296	0.4341722381871079	0.654634650420644	0.5159636710092154	0.5161334693412151	0.5122507365126443	0.512511370288337	0.35714285714285715	0.6523658469811917	0.5215170116399245	1.0
1369	0.7544998737539225	0.6259774898712154	0.5707084311040141	0.6285617923936822	0.33387404644543694	0.46647427955421705	0.46827744593167403	0.46344663417252835	0.47080377490792485	0.4677531091436148	0.7857142857142857	0.7357498945361243	0.5571678072238555	0.0
285	0.5465472854033048	0.6342332367066219	0.4374280139632297	0.6402027987774599	0.5520130848420821	0.43584463519620575	0.514969725057885	0.5187185726283826	0.5092959516403894	0.5155984086023137	0.2857142857142857	0.44005181029787016	0.4450522379750997	1.0
1392	0.6282834953669185	0.7130066271958196	0.5469549109231039	0.6499865126772519	0.5111322592618387	0.5502655558889311	0.5461964808424201	0.5495810084803525	0.5370692371698317	0.5405630832393067	0.35714285714285715	0.6424092717788864	0.5316852275410495	1.0
264	0.6397867342751374	0.6582548869254319	0.5839739764304283	0.6488656180370241	0.45483688570123415	0.40460337590900036	0.4377606739160296	0.43364222058220236	0.434594388187848	0.42715673859829273	0.5	0.6946835525626153	0.48764711739805217	1.0
746	0.4511065845423945	0.5559961313294741	0.22036538877125614	0.6340694761763324	0.44948562510465323	0.46870147201662576	0.49502283052814305	0.4962885006815321	0.4935822716728919	0.4950927382045942	0.2857142857142857	0.6500614940953539	0.592312215457924	0.0
951	0.6655906801975462	0.5050388085841252	0.578547211398559	0.6486966523167761	0.42082263741610254	0.37170211785363133	0.4746943960775942	0.473971783488677	0.4756433934539458	0.47466376084007733	0.7857142857142857	0.7294534124543698	0.5827416317402481	0.0
1211	0.5739100599548997	0.5404892264469549	0.4988871855338997	0.6828051103482523	0.3342863862541074	0.49191879013015494	0.524403910439612	0.5293105584740098	0.5194539373044081	0.5244933056870471	0.35714285714285715	0.6484501591482916	0.519996346186605	1.0
48	0.6735832893012843	0.6370571381044514	0.6357817581092537	0.6307184335946425	0.4232220328255756	0.5996390083797217	0.4033556717961023	0.3960276911762013	0.4126164441946072	0.40869291960029014	0.7142857142857143	0.7594343321416731	0.550287989285662	0.0
1569	0.7184554495592961	0.633742905869406	0.6042035366712419	0.616569882791673	0.41145693403749223	0.8160235463805969	0.4493641236258259	0.4497635925115818	0.45529221199718267	0.45380417566545	0.7857142857142857	0.5328758794716763	0.5533623775460454	0.0
730	0.653623296257168	0.6332647436739124	0.5000210084188357	0.6394148464324452	0.468466028534903	0.08139360768864394	0.5073696252560633	0.5122426476141564	0.5045429936825113	0.5086304958405815	0.21428571428571427	0.630829549576677	0.49790789742346814	1.0
1195	0.6218707483924059	0.858254217582546	0.5595301126182335	0.6190764293818083	0.454910378602266	0.8427851300524294	0.48008732816019917	0.4861722572527326	0.47954120929323585	0.48646770401180445	0.5	0.5999409500660424	0.5439945989767356	0.0
1245	0.5994137721447357	0.6515237174801124	0.5149050020679751	0.6417344663793141	0.4479502539740149	0.7290206619154126	0.5535226424991304	0.5908710123154326	0.5404933539517296	0.5748015208446949	0.5	0.6278006179526918	0.526095009773477	1.0
683	0.7517840006363569	0.6853182937463261	0.5986274917039236	0.6370566437620551	0.4651310921518553	0.5565305522014702	0.49462437504434464	0.49556974064352083	0.49309069460440264	0.4942811948337641	0.5714285714285714	0.6835490592068257	0.5494730973667518	0.0
1489	0.5874688060394592	0.5939980584770518	0.5356672062611058	0.7723389811566636	0.633054241345836	0.49559562044490635	0.5169707735095392	0.5225708965144616	0.5134463796822818	0.5196372683988253	0.5714285714285714	0.6320414914196105	0.5124460403798845	1.0
460	0.6475321393478528	0.5800752827493754	0.5353073865523257	0.644137903966936	0.445256614138177	0.5180998728751218	0.4935004298589133	0.49415026643045745	0.4923463688599438	0.4934161848056038	0.6428571428571429	0.6484476356202754	0.5486749489209942	0.0
1092	0.6815283421324305	0.6301792560187566	0.6217997819056722	0.6386325484520845	0.4385427529769019	0.5822064600573227	0.4821394365519943	0.4828635816974313	0.4841140224064704	0.48497155746303117	0.7142857142857143	0.6658493943689365	0.5857624325483687	0.0
943	0.6478636263174625	0.41757175956553455	0.6300385173837479	0.6502017111437882	0.5039988905720394	0.2693442400745119	0.47987181135764156	0.4845429163371069	0.47885761419716066	0.48273619125839695	0.42857142857142855	0.6330096559767081	0.5244821645886332	1.0
231	0.6090979235579423	0.5396707939159271	0.5248824869869363	0.6465283697768223	0.5431210599079056	0.4957372688441781	0.5440115539560255	0.5489703899470375	0.52725379965737	0.5332450501086062	0.5	0.6638446147877881	0.542982122479264	0.0
852	0.6678522247230236	0.6194041862645705	0.49270595422657265	0.7531580458116626	0.45339575054775266	0.4968608389646216	0.497164215502393	0.49901021783495364	0.49560972001533415	0.4976823641323126	0.42857142857142855	0.6821177823024033	0.48292441800952	1.0
1026	0.6538882565950144	0.6784960439238842	0.4106989425183046	0.6365377726526321	0.45431584238085326	0.6438024486074435	0.5038042004788671	0.5054333419908917	0.5015955783720829	0.5031422871932177	0.2857142857142857	0.6633597638407293	0.5344030932411301	0.0
1276	0.6325595274920228	0.6575074695304542	0.547128861385239	0.6455371929139503	0.5139746638338872	0.5723964791027795	0.527666577964378	0.5359109331061248	0.5212785862232593	0.5277283259106665	0.5	0.5307350502562125	0.5075089348493462	1.0
1419	0.6674028543202204	0.6186767390393956	0.6830407205563358	0.6474210941727782	0.5290613731486776	0.4097742080241726	0.48853163985576037	0.4898754020050157	0.488298295843417	0.48957566906047817	0.6428571428571429	0.6883508514576981	0.5309092989758931	1.0
435	0.60398392890053	0.6894163780118913	0.51101024066188	0.6368949954548887	0.46500999914666613	0.5473912131931298	0.5158964786339995	0.5163159330666913	0.5126364102482218	0.5138083679113129	0.5714285714285714	0.7485070716720525	0.5198873545449331	1.0
1241	0.6201865195311245	0.6055197893230908	0.554961465367576	0.641974610572265	0.44888618256275387	0.4549043866497596	0.501680670821108	0.5008078531318061	0.5001888109034578	0.4992163397784226	0.5	0.28494159541441144	0.5302718299471645	1.0
1437	0.6128595168062249	0.5989783057341419	0.5541485504857667	0.6359181208084944	0.42382384165543147	0.5844565436959068	0.5004235938899108	0.5044226399921187	0.500188947376825	0.5031664334255604	0.5	0.6014332068682463	0.4940268719751975	1.0
1260	0.6249121828345171	0.7368666464428091	0.5677803222075856	0.6265092580242918	0.3529326731900242	0.7436162650213929	0.4549298137267601	0.46724682556561414	0.4622508525150063	0.4729801935355017	0.5	0.6018418491815274	0.5306931470112684	1.0
1298	0.6106396787187787	0.7429043729868117	0.5600085825181239	0.6497573446039234	0.4417618854109633	0.7150078812465138	0.496905939915607	0.49855385801167473	0.49468265643225595	0.4964412477899011	0.6428571428571429	0.676832005745925	0.5843968901531845	0.0
1060	0.6377669633842856	0.5439908876342996	0.602650261303526	0.6339354344730648	0.22338592525513087	0.4289759280771682	0.4710846462603371	0.47307604032060685	0.47380618898531646	0.47603296719596355	0.42857142857142855	0.6441154841611009	0.480613017109502	1.0
