FIPS,cum_deaths,Total Hospitals (2019),ICU Beds,m50,Inter_movement,Total_movement,Intra_movement,POP_ESTIMATE_2018,Density per square mile of land area - Population,Rural-urban_Continuum Code_2013,Total_age65plus,normalized_deaths,percent_age65plus,normalized_deaths log,Total Hospitals (2019) log,m50 log,ICU Beds log,Total_movement log,Inter_movement log,Intra_movement log,Density per square mile of land area - Population log
8031.0,331,11.196044500000001,227.0,5.237,954917.6559552482,1378228.5861433214,423310.9301880732,716492,3922.6,1.0,84216.0,331.0,0.11753934447279243,5.802118375377063,2.415560546279106,1.6557488152973507,5.424950017481403,14.136309599341077,13.769380391614723,12.955862247550733,8.27450997822741
8035.0,173,5.3562849969999995,54.0,5.329,532280.2383862332,748885.1505112931,216604.91212505987,342776,339.7,1.0,40935.0,173.0,0.11942201320979298,5.153291594497779,1.6782706372049176,1.673163603314645,3.9889840465642745,13.526340913640944,13.184925393516286,12.285830291616254,5.828062875166538
8037.0,92,0.859331402,5.0,9.145,80781.01797075209,106878.24703460783,26097.229063855746,54993,31.0,5.0,6356.0,92.0,0.11557834633498809,4.5217885770490405,-0.15160063163230525,2.2132072818428288,1.6094379124341003,11.579445587387916,11.299497290805174,10.169584421538966,3.4339872044851463
8041.0,274,11.15485385,95.0,3.565,1269343.6741766476,1413923.7074154266,144580.03323877905,713856,292.6,2.0,91063.0,274.0,0.12756494306975077,5.6131281063880705,2.411874726050572,1.2711640538662592,4.553876891600541,14.161879168831275,14.05401053286488,11.881588496453135,5.678806488586024
8059.0,247,9.066834645,94.0,3.755,881661.7115338149,1224827.962581115,343166.2510473002,580233,699.5,1.0,95477.0,247.0,0.1645494137699855,5.5093883366279774,2.2046232114842774,1.3230882852160981,4.543294782270004,14.018310953389232,13.689563714402144,12.745970305651367,6.550365794105536
8069.0,108,5.477263007,55.0,3.355,600419.6583851341,709755.3023177015,109335.64393256744,350518,115.4,2.0,54938.0,108.0,0.1567337483381738,4.68213122712422,1.7006055249152174,1.210451770423645,4.007333185232471,13.472675544990935,13.305384120352556,11.602177732004442,4.748404354073999
8085.0,120,0.659644242,8.0,2.104,66968.33812510326,81686.93816553599,14718.600040432735,42214,18.4,4.0,9836.0,120.0,0.23300326905765859,4.787491742782046,-0.41605461656181936,0.7438402948754634,2.0794415416798357,11.310649392491797,11.111975221381966,9.596867281811146,2.91235066461494
8101.0,114,2.617841007,32.0,2.477,286256.65182402404,321581.9997131472,35325.347889123135,167529,66.7,3.0,30988.0,114.0,0.18497096025165793,4.736198448394496,0.9623499349330579,0.9070481505072224,3.4657359027997265,12.681007843679302,12.564644071393777,10.472356055745513,4.200204952921578
8123.0,259,4.911391567,26.0,4.825,450773.19404569006,611353.9190461937,160580.72500050365,314305,63.4,2.0,38224.0,259.0,0.12161435548273174,5.556828061699537,1.5915573165196395,1.5738107347909494,3.258096538021482,13.323431316030556,13.018719596304537,11.986552054615167,4.14946386144318
9001.0,521,8.4537274,173.0,4.015,1796139.3648228843,2175801.4556155656,379662.0907926813,943823,1467.2,2.0,149918.0,521.0,0.158841223407355,6.255750041753367,2.134607456533633,1.3900373473987249,5.153291594497779,14.592907639971362,14.4011501221739,12.847036901342701,7.2911111015022
9003.0,744,7.995796975,216.0,3.5639999999999996,1675226.4450192444,1954077.6350382585,278851.19001901406,892697,1216.2,1.0,152874.0,744.0,0.17124959532741793,6.612041034833092,2.078916025495391,1.2708835096085627,5.375278407684165,14.485428842135544,14.331458905160082,12.538433549404125,7.103486522686009
9005.0,331,1.622192957,21.0,5.8020000000000005,282611.36618124985,396278.15742038976,113666.79123913991,181111,206.3,4.0,38502.0,331.0,0.21258786048335,5.802118375377063,0.4837789110098655,1.7582026856992123,3.044522437723423,12.889871661385003,12.551827968456491,11.641026563542455,5.329331420077207
9007.0,295,1.4571262630000001,24.0,6.115,252722.08645212202,363143.73699271114,110421.65054058912,162682,448.6,1.0,33067.0,295.0,0.20326157780209242,5.68697535633982,0.376466183032812,1.8107447691391356,3.1780538303479458,12.802554004548574,12.440045691425276,11.61206150356719,6.106131622086108
9009.0,390,7.681615825,186.0,3.883,1591885.1836952304,1917241.1732576063,325355.98956237594,857620,1426.7,2.0,148886.0,390.0,0.17360369394370467,5.966146739123692,2.0388299189101007,1.3566080507495302,5.225746673713202,14.466397821760781,14.280429521991183,12.69267521435065,7.263119364120769
9011.0,127,2.389557375,32.0,5.729,472550.0510752525,575337.75519018,102787.70411492756,266784,412.2,2.0,48611.0,127.0,0.18221107712606452,4.844187086458591,0.8711081500472442,1.7455409954264407,3.4657359027997265,13.26271254765819,13.065898948507531,11.540421015072413,6.021508668456359
9013.0,170,1.351784172,16.0,6.566,206655.90369749308,316253.8857765589,109597.98207906581,150921,372.2,1.0,23845.0,170.0,0.15799656774073853,5.135798437050262,0.3014253287829001,1.881904819079401,2.772588722239781,12.664300605988885,12.238810388113915,11.604574241639199,5.91943134420815
10001.0,170,1.292274065,29.0,6.166,293838.1853894157,369630.1994998749,75792.01411045919,178550,276.9,3.0,30483.0,170.0,0.17072528703444415,5.135798437050262,0.2564035074781686,1.8190503294639586,3.367295829986474,12.820258324015258,12.590784504968816,11.235748211336979,5.623656430176916
10003.0,171,4.04824483,119.0,4.018,1016344.2313905656,1199549.2131778717,183204.98178730602,559335,1263.2,1.0,87028.0,171.0,0.15559190824818758,5.14166355650266,1.3982834118755865,1.3907842663927426,4.77912349311153,13.997456388496849,13.83172266016106,12.11836092401459,7.141403462941432
10005.0,328,1.659481105,38.0,7.187,356214.1813555067,448355.64491455094,92141.46355904423,229286,210.6,2.0,63575.0,328.0,0.27727379778966005,5.793013608384144,0.5065049661534453,1.9722738384863057,3.6375861597263857,13.013342046720364,12.783287461946664,11.431080322442813,5.349960599699875
12009.0,98,6.08076702,159.0,4.853,1141224.9921444925,1272544.301946113,131319.30980162043,596849,535.0,2.0,141345.0,98.0,0.23681869283520623,4.584967478670572,1.8051308426265158,1.579597070423079,5.0689042022202315,14.056528841689682,13.947612797962941,11.785387115750517,6.282266746896006
12011.0,455,19.87966379,587.0,5.2620000000000005,3859637.676353234,4543866.594581102,684228.9182278682,1951260,1444.9,1.0,324313.0,455.0,0.1662069637055031,6.12029741895095,2.989697289113588,1.6605111826181012,6.375024819828097,15.329288880365247,15.166083870805572,13.436047816384981,7.275795393999566
12015.0,168,1.8847811369999998,51.0,4.7139999999999995,282605.2457624575,357953.817870976,75348.5721085185,184998,235.2,3.0,74394.0,168.0,0.4021340771251581,5.123963979403259,0.6338117064666464,1.5505368045139392,3.9318256327243257,12.788159256701173,12.551806311560133,11.229880253755889,5.460436216024472
12017.0,105,1.507117855,40.0,5.8,229892.89302162454,294038.99423670647,64146.10121508193,147929,242.8,3.0,53705.0,105.0,0.36304578547816857,4.653960350157523,0.41019912162963545,1.7578579175523736,3.6888794541139363,12.591467670983965,12.34536879692688,11.068918592126412,5.492238059185343
12019.0,100,2.201366663,28.0,6.374,337127.78371130425,478006.0511507778,140878.26743947354,216072,315.8,1.0,34104.0,100.0,0.15783627679662335,4.605170185988092,0.7890783779474728,1.8522272159951447,3.332204510175204,13.077378670704714,12.72821731761611,11.855651444964664,5.7551091018215415
12021.0,166,3.856079758,73.0,5.914,643974.2152284189,757807.9496533619,113833.73442494299,378488,160.9,2.0,121935.0,166.0,0.3221634503603813,5.111987788356544,1.3496510606630163,1.7773224214302854,4.290459441148391,13.538185267948881,13.375413965819742,11.642494192817432,5.080783053998338
12031.0,150,9.680554525,412.0,5.439,1795166.4565927745,2044753.0121392016,249586.55554642715,950181,1133.9,1.0,133483.0,150.0,0.14048165560035403,5.0106352940962555,2.270119185288222,1.6935952204408238,6.021023349349527,14.530787563704926,14.400608309082902,12.427561050030006,7.0334182969777945
12033.0,137,3.214697085,120.0,5.716,622838.0167625194,715421.5407150049,92583.52395248553,315534,453.4,2.0,53148.0,137.0,0.16843826655764513,4.919980925828125,1.1677331339660637,1.743269260067621,4.787491742782046,13.480627215383118,13.342041758765781,11.43586647772438,6.1167747380734285
12055.0,93,1.074071972,38.0,4.8919999999999995,178339.74725153405,211797.60039362524,33457.85314209119,105424,97.2,3.0,37222.0,93.0,0.35306950978904234,4.532599493153256,0.07145700687678158,1.587601217824926,3.6375861597263857,12.26338638249898,12.09144570245973,10.41804181056039,4.576770711466393
12057.0,220,14.63918204,432.0,6.33,2672059.715756859,3104881.8740781737,432822.1583213145,1436888,1204.9,1.0,205315.0,220.0,0.14288865938055018,5.393627546352362,2.683701635387591,1.8453002361560848,6.068425588244111,14.948486228850888,14.798360162100344,12.978082202803936,7.094151854929231
12069.0,128,3.6320125169999997,158.0,7.547000000000001,530229.3475381335,702204.1982614399,171974.85072330642,356495,316.6,1.0,95109.0,128.0,0.26678915552812804,4.852030263919617,1.289786907043681,2.0211501333027315,5.062595033026967,13.461979521424658,13.181064923131185,12.05510352837992,5.757639147446912
12071.0,156,7.688054434,141.0,5.858,1346952.1991524172,1546184.0904983531,199231.89134593587,754610,788.7,2.0,215894.0,156.0,0.28610010468983976,5.049856007249537,2.039667752027941,1.7678082484055417,4.948759890378168,14.25130057639529,14.113354967867814,12.202224708436612,6.670386020403945
12081.0,282,4.022828658,90.0,5.528,636185.046878082,802772.3564371666,166587.3095590846,394855,434.5,2.0,108173.0,282.0,0.2739562624254473,5.641907070938114,1.3919853014566188,1.7098260864653687,4.499809670330265,13.595826461376689,13.363244754214112,12.023274832698823,6.074195944705447
12086.0,681,28.13530837,593.0,5.4670000000000005,6178731.58346462,6778271.7219602885,599540.1384956688,2761581,1315.5,1.0,448112.0,681.0,0.16226646982290216,6.523562306149512,3.3370253131948244,1.6987300199128623,6.385194398997726,15.7292327191565,15.63662356297408,13.303918204495622,7.181972100480348
12095.0,164,14.06617182,388.0,6.837000000000001,2410176.6230735565,2872459.670404687,462283.0473311306,1380645,1268.5,1.0,164820.0,164.0,0.11937898590876003,5.099866427824199,2.6437727530820867,1.922349038931657,5.961005339623274,14.870679248712557,14.695210590363823,13.043932639027352,7.145590379039336
12099.0,654,15.13893971,401.0,5.5329999999999995,2907953.7061715336,3316106.953566398,408153.24739486445,1485941,670.2,1.0,355266.0,654.0,0.23908486272335172,6.483107351457199,2.717270213192325,1.7107301639159727,5.993961427306569,15.014302048506806,14.882960198035493,12.91939798922385,6.50757617530321
12103.0,139,9.936266055,279.0,4.285,1853019.6929023468,2136439.3420405444,283419.64913819754,975280,3347.5,1.0,241641.0,139.0,0.2477657698302026,4.9344739331306915,2.2961913017046096,1.4551205520497432,5.631211781821365,14.574651142387982,14.432327132789194,12.554683937420991,8.115969077565328
12105.0,150,7.213278026,145.0,7.324,1190922.0893578376,1459397.807757623,268475.71839978546,708009,334.9,2.0,143142.0,150.0,0.2021753960754736,5.0106352940962555,1.9759234979055456,1.9911566268122642,4.976733742420574,14.193534448159332,13.9902384300414,12.500515754576401,5.813831979800159
12111.0,131,3.2716894080000003,69.0,5.596,514705.0452627245,664570.39002574,149865.3447630155,321128,485.7,2.0,77503.0,131.0,0.24134612989213025,4.875197323201151,1.1853064900295343,1.7220520568032347,4.23410650459726,13.406896080834187,13.151349287929552,11.917492468323127,6.1855911493516995
12113.0,87,1.827228469,16.0,7.403,284748.342248546,392632.4601947321,107884.1179461861,179349,149.6,2.0,28645.0,87.0,0.15971653034028627,4.465908118654584,0.602800321028054,2.0018853234609613,2.772588722239781,12.880629237474778,12.55936105951389,11.58881294806933,5.007965065540377
