FIPS,2wk Prior Intra-Mobility,2wk Onset Intra-Mobility,2wk Post Intra-Mobility,2wk Prior Inter-Mobility,2wk Onset Inter-Mobility,2wk Post Inter-Mobility,Density per square mile of land area - Population,Rural-urban_Continuum Code_2013,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,Unemployment_rate_2018,Med_HH_Income_Percent_of_State_Total_2018,Total_age65plus,Total households!!Average household size,SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school preschool,SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten,SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8),SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12),SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school,POP_ESTIMATE_2018,HospCt,NursingCt,Hispanic Population,Black Population,Outbreak_date,Outbreak Month Temp AVG / F,Time from outbreak to intervention,Time from outbreak to national intervention,Time from national intervention to outbreak,Deaths,normalized_deaths
18019,0.09438905930470348,0.09815403155127082,0.09425455253676113,0.24591488947317167,0.25160921219203425,0.24034533547570355,295.6,1.0,10.8,20.9,3.4,101.9,0.15783912747102932,2.53,0.011622358554873893,0.01578902522154056,0.105453306066803,0.04697511929107021,0.039093387866394,117360,1.7041581458759374e-05,0.00011077027948193592,0.055453306066803,0.0812968643490116,2020-04-04,56.7,-16,0,16,13,0.00011077027948193592
18035,0.08744666444279589,0.0825008339515362,0.08254626563970306,0.21002820498777697,0.19992183260227728,0.202322243852408,300.1,3.0,10.7,24.3,4.0,77.3,0.17140069006377862,2.37,0.014994946502631303,0.013139093158610114,0.07661276269473391,0.0381887568396473,0.15892377931899768,114772,8.712926497752064e-06,0.0001481197504617851,0.025633429756386574,0.0717073850764995,2020-04-14,52.0,-26,0,26,15,0.00013069389746628098
18039,0.07722145775998665,0.0812633780891224,0.08251640118978122,0.18507109498790758,0.19134350763072303,0.19337350234898398,426.5,3.0,18.8,19.2,2.6,106.3,0.14731465265615878,2.74,0.009938704028021016,0.014229422066549912,0.1266540182914964,0.0510507880910683,0.02820101187001362,205560,9.72951936174353e-06,9.243043393656353e-05,0.16297917882856586,0.06132516053706947,2020-04-02,48.2,-14,0,14,4,1.945903872348706e-05
18057,0.08809003021723344,0.09348040034588388,0.09609313936368098,0.21344653904047517,0.2233303269018204,0.22829721431903896,696.4,1.0,3.6,57.8,2.7,182.6,0.12379198148361337,2.67,0.01994934653393358,0.01416297570936059,0.12411008040328884,0.06813981810800822,0.05029901298449495,330086,1.5147567603594215e-05,0.00010906248674587835,0.041074144313906075,0.04409456929406276,2020-04-01,51.4,-16,0,13,41,0.00012421005434947257
18063,0.09778643238217273,0.10356242563488878,0.10021829448028036,0.25356417917597257,0.26429157367909173,0.2545487283405599,357.4,1.0,6.6,36.3,2.9,145.1,0.1385613948948859,2.73,0.013825602213054386,0.020208491757929214,0.10619188187462951,0.06722990976534199,0.044255100024549576,167009,1.1975402523217311e-05,0.00010777862270895581,0.04026729098431821,0.07441515127927237,2020-04-04,51.7,-19,0,16,26,0.00015568023280182505
18067,0.11260887814320056,0.11884064506505804,0.11340671081340775,0.260883478272935,0.27338690375016045,0.2629127483254186,282.4,3.0,11.1,21.2,4.1,99.4,0.19493480319549328,2.31,0.01608673481776461,0.0065561032464852,0.10447271932593546,0.05122259184615011,0.03174853701770148,82366,2.4281863875871113e-05,0.00018211397906903334,0.034553092295364594,0.07700993128232524,2020-04-07,49.8,-19,0,19,5,6.070465968967778e-05
18081,0.11000571520014632,0.09667421073085977,0.10074114715497337,0.2955572320142651,0.2512772329286972,0.2565123562627163,435.8,1.0,8.0,31.8,2.9,125.4,0.14574491918706994,2.67,0.010753720595295247,0.015189630340854536,0.12283565370459273,0.05401824291886702,0.06911825892142742,156225,6.401024163866219e-06,0.00012161945911345815,0.036082573211713875,0.02422787646023364,2020-03-24,37.8,-8,0,5,21,0.0001344215074411906
18089,0.08036283828637841,0.08621265236102638,0.08974507185014378,0.19389895298472934,0.20434742988318363,0.21072262426504998,994.1,1.0,11.9,22.1,4.9,99.2,0.1653637097423469,2.56,0.01543936863531175,0.013176827115816941,0.10374867622741846,0.05842352878031259,0.05078332242661707,484411,1.8579264302420878e-05,8.463887071102845e-05,0.19385191500605892,0.24501095144412494,2020-03-31,34.1,-15,0,12,54,0.00011147558581452527
18091,0.08328885564425122,0.08687109521601871,0.08118704134412226,0.19876202683205874,0.20464801590548135,0.1918864903402251,186.3,3.0,11.7,17.9,4.4,93.5,0.17900679047696966,2.37,0.014235457743598134,0.014544528984519167,0.09194869417400711,0.03908842164589526,0.032852454843782665,110007,1.818066123064896e-05,0.00011817429799921824,0.0684047378803167,0.11561082476569673,2020-04-07,48.2,-19,0,19,5,4.54516530766224e-05
18095,0.08846352619927338,0.09529392707553938,0.09613085366512138,0.21519041044114132,0.22845175743564372,0.23010908145240647,291.3,1.0,11.9,18.0,3.9,88.9,0.18292052668523076,2.45,0.012179788801382279,0.00985799245609028,0.09797826304949823,0.05237540592867997,0.0429185211468594,129641,1.542721824114285e-05,0.0001542721824114285,0.04118295909473083,0.08555163875625767,2020-04-02,51.8,-14,0,14,38,0.0002931171465817141
18097,0.08613178226133489,0.07375749885151038,0.07430959688388956,0.22242674731283366,0.18435203488415589,0.18238546154318097,2279.6,1.0,14.3,30.4,3.5,86.9,0.12607288382372966,2.51,0.012458755381440707,0.012564551101427719,0.10982852713503095,0.05214053023557878,0.05965621628416102,954670,7.332376632763154e-06,9.322593147370295e-05,0.10643887416594215,0.2889899127447181,2020-03-22,36.9,-6,0,3,123,0.0001288403322614097
18127,0.08767788280919642,0.08410674905951862,0.08808178860775061,0.21383168878952927,0.20795167955739674,0.22004611012182035,393.0,1.0,6.9,28.2,3.8,124.4,0.1639385827328797,2.5,0.017754165831338372,0.014788259018597356,0.09768623889996109,0.05884052501857377,0.04803235963536446,169594,5.896435015389696e-06,0.00010023939526162482,0.10263334787787304,0.04238357489062113,2020-04-18,48.5,-33,0,30,9,5.3067915138507256e-05
18141,0.07943454590252068,0.07606902406197752,0.07470783165743114,0.1848654925590786,0.17669385358318074,0.17501504961757353,583.0,2.0,11.6,29.2,3.6,98.1,0.15800436531238574,2.4,0.01842147054152771,0.013273208726192982,0.10535840248771101,0.05107267765011763,0.08451052734598609,270771,1.1079473060261253e-05,0.0001292605190363813,0.08913805392748854,0.13781387223890298,2020-04-11,47.8,-23,0,23,20,7.386315373507503e-05
18157,0.09222021762167219,0.09556024556438962,0.09904531515478016,0.2212295831680648,0.23351409272009327,0.24433227561465098,345.7,3.0,8.3,37.7,3.2,93.8,0.11640110231652231,2.51,0.011577431519622063,0.010266876631718536,0.08602005718784965,0.05323028469603415,0.21705482574282045,193048,1.5540176536405452e-05,8.806100037296424e-05,0.08501512577182876,0.05657142265136132,2020-05-20,61.5,-62,0,62,5,2.5900294227342424e-05
18163,0.11264956765691679,0.11655857431769993,0.11993119769374919,0.2827588493374739,0.2976500965410974,0.30984442911294285,769.7,2.0,10.3,26.3,3.2,90.6,0.16893586924088544,2.32,0.016676428658260304,0.007199929271608076,0.10344579884403285,0.046117121796501154,0.07156276592217667,180974,1.1051311238078399e-05,0.00012709007923790156,0.027351995314244034,0.0972791671731851,2020-05-19,68.0,-67,0,61,4,2.2102622476156797e-05
19013,0.08476020007422942,0.0858310244525579,0.09049302156969367,0.1999879161379977,0.20414066478503667,0.21484243507082001,231.7,3.0,8.7,28.6,2.8,87.1,0.16403087426741586,2.39,0.019168026101141926,0.011592955108452662,0.09660292429460456,0.04623587698628482,0.12240196966950638,132408,2.2657241254304877e-05,0.0001434958612772642,0.044506374237206214,0.09709383118844783,2020-04-22,48.1,-37,0,34,28,0.00021146758504017883
19049,0.09289357792351804,0.09570699870101068,0.09757706808605013,0.26297167569622665,0.27266498748534673,0.2807282260875075,112.4,2.0,4.7,49.4,1.7,145.3,0.11990463517409625,2.52,0.020802838766910622,0.020447992903082725,0.13140385894876913,0.062197826569084055,0.03783544023064981,90180,0.0,0.00016633399866932801,0.06147704590818363,0.02400754047460634,2020-05-05,58.0,-50,0,47,17,0.00018851186515857175
19061,0.10435958098935363,0.11039665003879182,0.11569328208289945,0.24292971158356172,0.2567465315983704,0.268822144671361,154.0,3.0,7.6,30.5,2.4,100.5,0.1797447704792781,2.41,0.024335597910256676,0.0161376917835092,0.08689367501600347,0.04622421376504842,0.06955830425176038,96854,2.064963759886014e-05,0.0001755219195903112,0.02517190823301051,0.03508373428046338,2020-04-29,47.6,-44,0,41,13,0.0001342226443925909
19103,0.0738968852118396,0.07091195859541753,0.07225496307209912,0.18431980884380725,0.17817287168735005,0.1835736952456508,213.1,3.0,4.7,53.0,1.9,107.2,0.11725505751685839,2.36,0.017228612984265503,0.0139230464101547,0.08550178500595002,0.04072458019304509,0.1801137114901494,151260,1.9833399444664816e-05,0.00011238926351976728,0.0579862488430517,0.07271585349728943,2020-04-15,49.6,-30,0,27,6,3.966679888932963e-05
19113,0.10393976588550509,0.1098704092608718,0.11037914760874008,0.24099210617676023,0.2513455164943153,0.25133033971327273,294.6,2.0,5.3,33.0,2.8,108.0,0.15803708572920955,2.41,0.017299000925151277,0.011783505747889637,0.10581251742958447,0.05264509160768274,0.0528310071754556,225909,8.8531222748983e-06,0.0001239437118485762,0.03351792093276496,0.05926722706930667,2020-04-02,48.7,-21,0,14,29,0.00012837027298602535
19153,0.09934940717118203,0.10134988922211524,0.09646677777686555,0.23346248623339944,0.23530682952403623,0.2239369955911692,750.5,2.0,8.5,36.1,2.5,114.0,0.1306044285350695,2.52,0.014650947036559635,0.013803252846856759,0.10817439922496531,0.05630700897365375,0.05876183282567467,487204,1.2315169826191904e-05,0.00010878400013136181,0.08526818334824837,0.07072396778351574,2020-04-06,51.6,-21,0,18,27,5.541826421786356e-05
19155,0.13080791958835003,0.13311268291863373,0.13642091179430943,0.3392393211868691,0.3485225229903578,0.359736288643733,98.0,2.0,10.5,21.2,2.3,93.8,0.17464424320827943,2.49,0.017737055370831686,0.009836100627585985,0.10648648070734393,0.058898998214533906,0.04965092534185796,93533,2.138282745127388e-05,0.00016037120588455412,0.07846428533244951,0.017704981129654775,2020-05-20,58.5,-65,0,62,10,0.00010691413725636941
19163,0.10239113390894004,0.10011616010473372,0.10194388865118251,0.24401948587817945,0.24059898712345865,0.24725407900041305,360.7,2.0,7.1,31.9,3.0,99.7,0.16240485217822867,2.54,0.013919426602725021,0.011449478598593053,0.10874119215387545,0.05156882094608242,0.054442732408834106,173283,1.7312719655130626e-05,0.00011541813103420417,0.06855259892776557,0.07840353641153489,2020-04-17,49.6,-32,0,29,8,4.6167252413681665e-05
19193,0.10327708063691445,0.10572562634704843,0.10677331133937888,0.2530862821532713,0.2584695997202458,0.26294942830114815,117.1,3.0,13.3,23.0,2.5,100.0,0.15087917767873688,2.54,0.01361433210778338,0.01854903987751002,0.11985683496035655,0.05344308019387745,0.05306273710490642,102539,1.9504773793385932e-05,0.00018529535103716636,0.16975979871073446,0.04004330059782132,2020-05-05,55.8,-50,0,47,28,0.00027306683310740303
20091,0.10353117525344349,0.107306799015512,0.10950050025281594,0.24586989601674442,0.2501096731083929,0.253560999166843,1149.6,1.0,4.1,55.3,2.9,149.8,0.14512973701165582,2.56,0.0198525658725975,0.014480675418999087,0.10773903657403922,0.058781200056898526,0.05882303720996394,597555,1.5061375103546953e-05,0.00012049100082837563,0.07770330764532135,0.04942473914535064,2020-04-01,57.0,-16,0,13,36,6.024550041418781e-05
20103,0.09177050700307657,0.0914842729303345,0.0952878496270177,0.2287835578719638,0.23180921006420074,0.24354217299074218,164.7,1.0,8.1,31.7,3.6,121.8,0.144790539876094,2.83,0.01538991051234143,0.01314042678729472,0.11559642049365719,0.055573311043367095,0.04958698003736847,81352,2.4584521585209953e-05,0.00012292260792604975,0.06950044252138854,0.09243780116038942,2020-04-20,56.8,-34,0,32,6,7.375356475562986e-05
20173,0.10610586359943357,0.10378808255005427,0.10436606755192755,0.23080237279810104,0.22677177575183252,0.2295369527952028,499.6,2.0,10.7,30.9,3.8,97.0,0.14502722899025908,2.56,0.017088941544799816,0.012811351870204261,0.1148699297322661,0.057107866520510815,0.06481609479621578,513607,7.788055848148487e-06,0.00011487382376019018,0.14900108448677685,0.09251431542015588,2020-04-14,57.4,-28,0,26,15,2.9205209430556826e-05
20177,0.11166421058307772,0.11415637754096,0.11096481026452464,0.2482070321522938,0.25198331097237575,0.24593981615993007,327.1,3.0,8.0,30.8,3.5,92.2,0.181950320846878,2.37,0.010191606713277257,0.015109944281376233,0.1030991723897036,0.05310452453253258,0.04895802229871717,177499,1.126766911362881e-05,0.00014084586392036012,0.1262880354255517,0.08494695744764759,2020-04-07,56.4,-25,0,19,5,2.8169172784072024e-05
20209,0.07347952246152142,0.07310061282261325,0.07565620063805445,0.21864295910713855,0.20815575994497384,0.21189862676579668,1039.0,1.0,20.9,17.4,4.8,81.0,0.12267426386973458,2.7,0.016773124289274393,0.018037308557741164,0.12597082093343978,0.0519162372069391,0.05298686216157364,165324,1.209745711451453e-05,9.073092835885896e-05,0.2931939706273741,0.22969441823328737,2020-03-27,40.8,-10,0,8,35,0.00021170549950400426
21015,0.11039923712789078,0.11474035304556922,0.11660680481052554,0.29505794852133793,0.31016170846859725,0.31917411274302704,482.3,1.0,7.2,31.6,3.4,154.8,0.13535766689728054,2.74,0.016079615001558543,0.011137889350961355,0.10947822979784541,0.06297279009830233,0.04474922642986931,131533,7.602654847072598e-06,2.2807964541217794e-05,0.04335033793800795,0.03582370963940608,2020-05-05,66.3,-50,0,47,11,8.362920331779857e-05
21111,0.09333556930884439,0.09213016343942722,0.09415533429409827,0.21848382319922857,0.21503242998810262,0.2196327734680555,1948.1,1.0,10.0,32.7,4.1,111.3,0.16158371586869597,2.42,0.014344913869518777,0.010576015843907402,0.09948774653901211,0.047818542614893635,0.05855548936623073,770517,1.0382639189012053e-05,7.008281452583136e-05,0.05711749383855256,0.22207167395398156,2020-03-28,42.3,-12,0,9,60,7.78697939175904e-05
21117,0.07617109029325758,0.08054152037626994,0.07922350878430637,0.20025904261771554,0.2086570649120709,0.20420361386389893,996.7,1.0,10.3,30.4,3.4,128.8,0.14440744108737677,2.53,0.017301913267610554,0.01440521285629114,0.10887016639466188,0.042854303798230665,0.0507916242600165,166051,1.2044492354758477e-05,4.2155723241654674e-05,0.03386911250158084,0.04867179360557901,2020-04-03,56.2,-18,0,15,16,9.635593883806782e-05
21227,0.10499233823222122,0.1086675924636066,0.11231509455317962,0.25752355122936543,0.272570109528453,0.28610825729609246,210.1,3.0,12.3,30.6,3.7,106.6,0.128717698683569,2.54,0.019921684544124817,0.01490888590931253,0.09691918576304241,0.05363237445148708,0.12549518527547537,131264,1.523647001462701e-05,5.332764505119454e-05,0.055841662603608,0.09784861043393467,2020-05-19,70.6,-64,0,61,7,5.332764505119454e-05
22005,0.1127255060134937,0.11507739164711057,0.1207677517233793,0.2858701232032854,0.2855280828322089,0.29713167351129366,369.7,2.0,11.6,26.8,4.1,161.9,0.11818210985626283,2.74,0.022242363963039014,0.016386999486652978,0.12130229722792608,0.05787987679671458,0.041982161190965095,124672,1.6042094455852157e-05,4.812628336755647e-05,0.05743069815195072,0.235786704312115,2020-03-30,60.5,-17,0,11,31,0.0002486524640657084
22015,0.1260582166585233,0.13146822120757726,0.13123515239330785,0.312856412762062,0.32169561774468014,0.3234236966398778,139.3,2.0,10.7,25.6,4.3,118.2,0.1434131383417856,2.5,0.012682313165860755,0.0295632346581751,0.10255926406415851,0.050375437355034004,0.05389000275189684,127185,7.862562409089122e-06,8.648818649998034e-05,0.0676573495302119,0.22878484097967527,2020-04-05,63.9,-23,0,17,13,0.00010221331131815858
22017,0.09464443025215619,0.09489171715318381,0.09863601132403461,0.23762977416619327,0.2322970806619879,0.238072891122018,290.2,2.0,13.4,23.5,5.5,84.3,0.17127308354121898,2.51,0.01924897703789694,0.010987065807131506,0.11063633594322457,0.049954306320547336,0.047871333185137616,242922,2.058273849219091e-05,0.00013996262174689817,0.028836416627559463,0.49757946995331837,2020-03-29,55.4,-16,0,10,70,0.00028815833889067274
22019,0.1300668737304682,0.13555504914951916,0.13308174800110284,0.29872856917787793,0.3076550305812979,0.30204166033659124,181.2,3.0,13.5,21.9,3.8,105.2,0.14798239395013588,2.55,0.018123006026231833,0.009433219110638465,0.10524242782307298,0.05290677064870613,0.048707117255504355,203112,1.9693568080664855e-05,8.369766434282563e-05,0.037742723226594194,0.25680905116388986,2020-04-04,65.4,-22,0,16,26,0.00012800819252432156
22033,0.10356329688870805,0.08409050854442231,0.08645145029047278,0.2593240595433558,0.20694711360900284,0.20945384249546112,966.6,2.0,9.7,34.7,4.3,110.3,0.14180099601774326,2.64,0.0200654940628997,0.014275800760166548,0.09755168316113172,0.05248142671831203,0.09604359618646759,440956,1.5874599733306725e-05,0.00011792559801884996,0.04204274349368191,0.4696386941100699,2020-03-25,59.5,-12,0,6,62,0.00014060359763785955
22051,0.11385100565865038,0.09352850899351195,0.08926008365705544,0.292542811789398,0.23075547080214737,0.21495795260398956,1463.1,1.0,14.6,26.1,4.4,105.9,0.1712471575920802,2.57,0.01814763702882841,0.008906787451244208,0.09882940023177,0.05011392670446561,0.052837109003319886,434051,1.1519383666896287e-05,0.00010137057626868732,0.14859774542622872,0.28021361545071893,2020-03-21,61.4,-8,0,2,166,0.0003824435377409567
22055,0.10753327205947254,0.11186019909689707,0.11082752663471167,0.2591949038349513,0.26691317431158107,0.2653076775519955,824.6,2.0,12.5,32.1,4.5,120.4,0.1320814557916155,2.53,0.015532452982511059,0.009284049064592927,0.10410162203128732,0.05225675709072337,0.07981234193638738,242782,2.4713529009564136e-05,8.649735153347447e-05,0.046449077773475796,0.26777520574012903,2020-04-04,66.8,-22,0,16,17,7.002166552709838e-05
22057,0.11035592344260745,0.1146002140345513,0.11732369449843842,0.2775984449734641,0.2841891075341618,0.2888257948034741,90.2,3.0,22.7,16.6,4.7,109.6,0.15459409876165725,2.69,0.012872649441981349,0.008225042042501147,0.12097028996585639,0.051205218366202926,0.057086072465983795,98115,3.057636447026449e-05,8.15369719207053e-05,0.043795546042908834,0.1361157825001274,2020-04-01,68.4,-19,0,13,32,0.0003261478876828212
22063,0.13800437884927771,0.1343783681979674,0.13489373767233148,0.34332819158028566,0.33551013389370593,0.3418117668011984,197.5,2.0,14.4,18.3,4.1,131.4,0.13199395272521441,2.82,0.012223519886506122,0.016142784469108027,0.11479791068089161,0.05076414911834459,0.04006677796327212,139567,0.0,6.44851576662105e-05,0.03844031898657992,0.06700724383271117,2020-04-13,65.7,-31,0,25,16,0.00011464028029548532
22071,0.08013980055841308,0.06251566472125747,0.0505375876585014,0.25853129034921646,0.18754735952170262,0.13919479496478315,2029.4,1.0,13.8,36.8,5.0,80.9,0.14772151833987202,2.41,0.01789230855792494,0.006051058040030076,0.09493971959509573,0.04175127747400296,0.08649483639637244,391006,1.2787527557121885e-05,7.928267085415569e-05,0.056170493547413596,0.6017759318271331,2020-03-16,60.6,-3,3,0,171,0.0004373334424535685
22073,0.13831225579728573,0.1431650983746792,0.14119945437310708,0.3162707789055094,0.3255922132568839,0.3231919173236539,251.8,3.0,13.7,24.3,5.2,92.4,0.14790095484706264,2.64,0.018740896585207962,0.011736526946107785,0.11544262825699951,0.0526751901602201,0.0624567082052112,154475,3.236769703835572e-05,0.0001294707881534229,0.02228192264120408,0.3759766952581324,2020-04-08,63.0,-26,0,20,16,0.00010357663052273831
22079,0.11140793536513577,0.11798116713023041,0.12341755531581054,0.26273341401020206,0.2747359218499366,0.2854571555495255,99.9,3.0,14.7,20.5,5.3,100.2,0.16371532298831207,2.58,0.02157595625067018,0.00952038112161272,0.11270507498353273,0.05313950460317703,0.04541137543848899,130562,1.531839279422803e-05,0.00012254714235382424,0.03194650817236255,0.3202156829705427,2020-03-31,58.0,-18,0,12,7,5.36143747797981e-05
22103,0.13039960105757378,0.129467001184983,0.1347947201010418,0.30509797279907813,0.2979913957284159,0.30749422867348875,276.4,1.0,9.8,33.5,4.2,139.6,0.16928375776313292,2.74,0.013707280976014195,0.01495868056766275,0.11340082367663525,0.059245828345169324,0.046634974875150614,258111,2.324581284796076e-05,0.00010848045995715021,0.057382289015191136,0.12489975243209317,2020-03-29,59.7,-16,0,10,71,0.00027507545203420234
22105,0.10610461546347387,0.11027787181012325,0.10580667827802985,0.26426280836231725,0.27140208812319866,0.26215749237270125,153.0,3.0,16.7,19.4,5.5,98.1,0.1437466829126083,2.75,0.008701047265224963,0.01411303886318276,0.1013552404374444,0.05896379796228051,0.07226204803516299,133777,2.9900506066065167e-05,8.222639168167922e-05,0.04376686575420289,0.30321355688945034,2020-04-07,65.9,-25,0,19,21,0.00015697765684684212
22109,0.12333059253912065,0.12810896780145842,0.12535015897893192,0.29226645666778617,0.3006606214783046,0.29456846645486634,90.8,3.0,21.5,15.8,5.0,107.6,0.14397276190990893,2.9,0.02087893281451257,0.02275245223876564,0.12495834121472514,0.04705416092450978,0.029643040505850246,111021,2.7021914772880808e-05,8.106574431864242e-05,0.050675097504075804,0.1923329820484413,2020-04-04,68.3,-22,0,16,26,0.00023418992803163365
24003,0.06811389367189315,0.07043346129436982,0.07076429666359722,0.1641248474474464,0.16566605914314633,0.16475638587903382,1295.9,1.0,7.9,40.9,3.3,116.8,0.14678029481052235,2.63,0.018785447310995414,0.009246030161571165,0.1050828861641127,0.045782258246517986,0.0715621207886381,576031,3.4720353592080982e-06,0.00023436238674654663,0.08083245519772374,0.17858413870086853,2020-04-02,59.8,-17,0,14,61,0.000105897078455847
24005,0.06347343006581978,0.06550204974394798,0.06602343121256586,0.15709843582110553,0.15885882038283383,0.15886201057868946,1345.5,1.0,8.9,38.6,4.0,91.3,0.17178256245843046,2.58,0.014780953392618094,0.010068430563317887,0.09694349921719492,0.050671691426322774,0.0769901174630114,828431,4.828404538217425e-06,0.00026194094619829534,0.05652854613118051,0.297376607104273,2020-04-02,57.3,-17,0,14,71,8.57041805533593e-05
24013,0.07765544277665111,0.08118384770861482,0.08218002837991083,0.18908942555701727,0.19317168828238776,0.19390663128083643,373.4,1.0,7.8,35.6,3.2,115.5,0.1684864245468417,2.73,0.016796394920114706,0.008597094324611558,0.09598703311187504,0.05868348087324629,0.06736963349541944,168429,5.937219837438921e-06,0.00026717489268475144,0.03709574954431838,0.03809913969684556,2020-04-02,55.9,-17,0,14,34,0.00020186547447292332
24015,0.0774074650380254,0.07538740896549234,0.07585560628079058,0.19206092955922763,0.18920589845258703,0.19299524022551268,292.0,1.0,11.0,22.8,4.4,87.6,0.15741154960807577,2.77,0.009238908447279872,0.010425378795246338,0.1106334973644798,0.048178476260867874,0.05411082800070021,102826,9.72516678661039e-06,0.00023340400287864938,0.045688833563495616,0.07174255538482485,2020-04-18,57.2,-33,0,30,13,0.00012642716822593508
24017,0.07223660595424586,0.07189074771720297,0.06961701728672001,0.17483929975648396,0.17221086560974982,0.16816627024177344,320.2,1.0,6.9,28.9,3.9,111.5,0.12506269233388853,2.8,0.01786963709652452,0.013832560385875185,0.1001529383355108,0.06429601926899191,0.07240732370296526,161503,6.1918354457811925e-06,0.00028482443050593487,0.060395162938149755,0.4900837755335814,2020-04-09,60.4,-24,0,21,44,0.0002724407596143725
24021,0.07751730057400355,0.08035574584696815,0.08105676555263487,0.18511446542567458,0.1879596163474778,0.1878872512204281,353.5,1.0,7.6,40.6,3.5,114.6,0.14462072850168983,2.62,0.015986825635248468,0.014156183502315685,0.10408061083990487,0.05535736637877081,0.07454781574665165,255648,3.911628489172612e-06,0.00012126048316435098,0.10165148954812868,0.10375985730379271,2020-04-02,56.6,-17,0,14,36,0.00014081862561021404
24025,0.08368294395204569,0.08154449702198131,0.08246760406189599,0.1929349966135866,0.18942679609291152,0.1926796092911483,560.1,1.0,7.2,35.8,3.6,105.9,0.16194931405440313,2.66,0.019365559388240482,0.01106490888185355,0.09448487139504481,0.05498196537982958,0.06761013718911937,253956,7.875379987084377e-06,0.0002362613996125313,0.04739797445226732,0.14523382003181654,2020-04-18,56.7,-33,0,30,25,9.844224983855471e-05
24027,0.060027263420869774,0.06173631038573672,0.05966923211567328,0.15980815710236868,0.1580113703670307,0.15065559510107093,1144.9,1.0,4.5,61.4,3.0,140.5,0.13808648621888886,2.74,0.01665862201264867,0.011110904837931163,0.1132872931595688,0.060758796519758906,0.07224408717929677,323196,6.188195398457902e-06,0.0002784687929306056,0.07147056275448954,0.20037376700206685,2020-04-04,57.9,-19,0,16,16,4.9505563187663214e-05
24031,0.05341526274065485,0.05469288755150843,0.05449147519486035,0.1240247482040166,0.12485055243853495,0.12340564950802588,1978.2,1.0,8.7,59.0,3.2,129.7,0.15534973070597882,2.83,0.01774993895875512,0.013960156455598552,0.1018500485004755,0.05381035126505011,0.06907778792228904,1052567,5.700349716455105e-06,0.00025556567895440384,0.19859258365500723,0.19900205877630592,2020-04-02,58.2,-17,0,14,139,0.00013205810176454325
24033,0.05626138620954458,0.05672437564766676,0.05771209692268344,0.14558857630512118,0.1432179352713429,0.1435708724185236,1788.8,1.0,13.5,32.7,4.1,99.2,0.13262832835518878,2.82,0.012976901116013496,0.013780809142776705,0.09565625728576016,0.050199712308700684,0.08936685919402447,909308,5.49868691356504e-06,0.00034861675032002356,0.19057788999986802,0.644222859581132,2020-03-29,43.6,-13,0,10,105,0.00011547242518486585
24043,0.07956453588418923,0.07775948856677159,0.07849636813499898,0.1909980482393453,0.18888584945129214,0.19251582137698517,322.1,2.0,13.1,21.4,4.3,75.3,0.17230960868240064,2.51,0.010024780355936022,0.011469196824934073,0.09745835707565297,0.052343532592131245,0.05424512675085803,150926,6.625763619257119e-06,0.0002053986721969707,0.05396021891522998,0.12109245590554311,2020-04-18,55.9,-33,0,30,8,5.300610895405695e-05
24045,0.06892845029867173,0.066766800717089,0.06957147702338845,0.16709488970257416,0.1641524713960394,0.17163276183093037,263.7,2.0,11.9,26.8,5.2,65.4,0.15890304762827656,2.6,0.013062648384127138,0.014487136004651388,0.09491738940840157,0.05051601337274093,0.10519889529531469,103195,9.690391976355444e-06,0.00016473666359804255,0.054324337419448615,0.2710305731866854,2020-04-19,59.8,-34,0,31,15,0.00014535587964533165
25001,0.057265556857896596,0.05962884842334549,0.061998833917601755,0.13141353686447002,0.13473171737429304,0.1387266540865431,548.3,3.0,4.5,42.8,4.3,86.4,0.3059748000356117,2.43,0.01555200479820817,0.008031375783105997,0.07115780200831252,0.04042396667494483,0.04841785645672944,213413,9.371500330345387e-06,0.00019211575677208044,0.032022416628790185,0.03361088593478373,2020-04-01,48.1,-15,0,13,22,0.00010308650363379925
25003,0.047525767833964255,0.04826974478650802,0.0493269156841196,0.10871448018850431,0.10850756866522847,0.10956530489487086,141.6,3.0,8.9,33.4,4.0,73.1,0.23267483458384777,2.16,0.011127995694431254,0.008199575774844082,0.0767720897837718,0.04808148922024884,0.06398993256719536,126348,1.5829296862633363e-05,0.00019786621078291702,0.05066957925728939,0.035275588058378445,2020-03-29,30.2,-13,0,10,27,0.00021369550764555037
25005,0.0602446105192452,0.062447538773816834,0.06402536476540681,0.14123461242899849,0.14381087971745782,0.14607649549637627,991.3,1.0,15.1,28.0,4.3,82.7,0.16925580917056426,2.55,0.013806199048973266,0.011297431660467145,0.09362400757417264,0.05059199818446798,0.06707717074865874,564022,8.864902432883824e-06,0.00010992479016775942,0.08431408703915805,0.057026144370255064,2020-04-01,49.4,-15,0,13,96,0.00017020612671136943
