FIPS,2wk Prior Intra-Mobility,2wk Onset Intra-Mobility,2wk Post Intra-Mobility,2wk Prior Inter-Mobility,2wk Onset Inter-Mobility,2wk Post Inter-Mobility,Density per square mile of land area - Population,Rural-urban_Continuum Code_2013,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,Unemployment_rate_2018,Med_HH_Income_Percent_of_State_Total_2018,Total_age65plus,Total households!!Average household size,SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school preschool,SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten,SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8),SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12),SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school,POP_ESTIMATE_2018,HospCt,NursingCt,Hispanic Population,Black Population,Outbreak_date,Outbreak Month Temp AVG / F,Time from outbreak to intervention,Time from outbreak to national intervention,Time from national intervention to outbreak,Deaths,normalized_deaths
4005,0.05333067327481204,0.056835750386508496,0.05701725437959635,0.14698373364214012,0.14706623545718006,0.1451871941182706,7.2,3.0,10.4,35.6,5.5,101.9,0.12498774973049408,2.7,0.01159925518361404,0.01465132232909124,0.09751914542119927,0.04318395004690103,0.18201800439609672,142854,2.1000462010164225e-05,0.00010500231005082111,0.14272613997507946,0.014623321713077687,2020-03-31,44.2,-16,0,12,31,0.00021700477410503032
4013,0.09242022740940403,0.08628439622943146,0.08642193126985538,0.20043070669529583,0.1841425126655959,0.18321084353270176,414.9,1.0,12.6,32.0,4.1,110.4,0.1517369543649894,2.75,0.01206395902443625,0.012356421385210564,0.1081278690784307,0.05382146283778269,0.06525900829414187,4410824,7.708310283974151e-06,0.00037680034388132467,0.3127844139779778,0.06254364263910779,2020-03-27,61.3,-12,0,8,69,1.5643335576300484e-05
4015,0.08379623001670246,0.08321573439683676,0.08693629205440229,0.1970399154651123,0.20081398916044585,0.2120186113099499,15.0,3.0,14.7,12.9,5.8,76.4,0.303154378429969,2.28,0.007182056788356001,0.008852302553089955,0.07691720353137677,0.030174182772607968,0.03387258410880458,209550,1.4316392269148175e-05,0.00017656883798616082,0.16830827964686232,0.012927702219040802,2020-04-21,62.0,-37,0,33,26,0.00012407539966595085
4017,0.04174799350678748,0.04143238716103038,0.03804479281866217,0.10617889964623631,0.10463902524204031,0.0981872037148419,10.8,4.0,17.2,15.8,7.8,68.8,0.18117615102539725,3.14,0.008882249083254109,0.0069899044773416635,0.13937253836751323,0.05460636515912898,0.02801394359183304,110445,9.054280411064331e-06,7.243424328851465e-05,0.11452759291955272,0.010086468377925664,2020-04-08,52.6,-24,0,20,18,0.00016297704739915794
4019,0.0748162063685612,0.07060111684714576,0.07058688713057559,0.1641564163441837,0.15201970547648858,0.15041924044660138,106.7,2.0,11.7,31.9,4.5,90.4,0.19753665045670515,2.51,0.01107525650267113,0.009525798476141715,0.09735119669166652,0.04908317317455078,0.08341088643435061,1039073,6.736774028388766e-06,0.0003714849678511519,0.3755106715312591,0.04162556432512441,2020-03-27,58.7,-12,0,8,29,2.7909492403324888e-05
4021,0.0670508880927141,0.0650898444264251,0.06628522482352844,0.17128364972654656,0.16919017650670967,0.17454886091414412,70.0,1.0,14.6,19.0,5.0,99.6,0.2038050892565606,2.84,0.01040618332595306,0.013959896049989042,0.10280047770486964,0.06056743108391593,0.042228573728915905,447138,6.709338056707325e-06,0.00012076808502073185,0.3042595350876016,0.0519347494509525,2020-04-18,68.4,-34,0,30,19,4.249247435914639e-05
4025,0.07640593835651446,0.07975825625280565,0.08126168831448732,0.1768486241272058,0.18485071286017865,0.1904115333529152,26.0,3.0,9.7,25.2,4.5,82.5,0.31586297862435503,2.25,0.008000241386593561,0.00863388119469122,0.07666179583004659,0.0366390365226537,0.04704883336997237,231993,1.2931424655054248e-05,0.0002974227670662477,0.14675442793532564,0.008750264016586707,2020-05-06,58.7,-52,0,48,6,2.5862849310108496e-05
4027,0.05624063907505981,0.05677064252311273,0.05803672445747043,0.12735302674396054,0.12811402280024997,0.13271535514945157,35.5,3.0,27.9,14.8,17.0,74.7,0.1877545632825464,2.76,0.014576104993211646,0.017329159752602203,0.10785469150701463,0.05890311510031679,0.057182455875697695,212128,4.714134861970131e-06,0.00011785337154925328,0.6431258485442751,0.02692713833157339,2020-05-09,72.8,-55,0,51,15,7.071202292955197e-05
5069,0.10630392744936012,0.10323868808174531,0.10288738627259342,0.26039329024031144,0.25925549184350605,0.26202605715628,88.9,3.0,14.0,17.8,5.3,82.0,0.17290131250550547,2.38,0.01513638899492028,0.011847784596411897,0.09832046275361893,0.05087059928942655,0.05072378659306457,68114,2.9362539272396277e-05,0.0001468126963619814,0.021375928590304488,0.571277564083742,2020-04-12,61.8,-30,0,24,17,0.00024958158381536836
5119,0.11172637843973282,0.11168217669058049,0.10973075132059547,0.27285848891863973,0.27187932012980404,0.26909661083543124,503.8,2.0,9.6,34.1,3.5,106.1,0.15553376795354995,2.45,0.016889069980645818,0.011368035041254965,0.09969695426301314,0.05009167770194561,0.05222063766934909,392680,1.7826219822756442e-05,0.00011714373026382806,0.06244524803911582,0.37537180401344605,2020-04-09,61.2,-27,0,21,17,4.329224814097993e-05
5143,0.10599122097849738,0.1104325787184992,0.1150728842057795,0.25739316958125114,0.26973245145222813,0.2789012296779398,215.6,2.0,15.0,32.8,2.6,108.1,0.11735686463173264,2.54,0.01929431425424437,0.01431037174893759,0.10521140609636184,0.04940053426513224,0.12110431674410557,236961,1.2660311190449061e-05,8.862217833314342e-05,0.17136153206645818,0.036748663282143476,2020-04-25,58.9,-37,0,37,5,2.1100518650748435e-05
6001,0.04727399406425033,0.0412500489617495,0.04291929106643705,0.1139515401673622,0.09777886362629273,0.10028026262525316,2043.6,1.0,12.0,46.0,3.0,135.2,0.13829883612028898,2.84,0.01656514192564825,0.013021725474620416,0.0899353413493181,0.044794879625235415,0.08358407034515612,1666753,1.1399409510587352e-05,0.00010979431265460449,0.2238124065173424,0.11155222159492138,2020-03-26,52.0,-10,0,7,39,2.3398787942784565e-05
6013,0.05285794394960942,0.05381534259743985,0.05515819713208898,0.12227471758385544,0.12294552384926793,0.12476530785238288,1465.2,1.0,10.6,41.7,3.2,134.8,0.15774702990310507,2.88,0.012632420895223937,0.011942984572449498,0.1021974152658416,0.05839082258534274,0.06958351264763545,1150215,7.824624092017579e-06,7.129101950504906e-05,0.2584342927191873,0.09536999604421782,2020-03-29,52.8,-12,0,10,20,1.7388053537816843e-05
6019,0.06257772095161476,0.06304742271003333,0.061088165153430636,0.13595563728307092,0.13649702620388462,0.13260149695437307,156.2,2.0,24.7,20.7,7.5,69.5,0.1228006838294449,3.16,0.01563958165728077,0.018590104585679806,0.12585176991150443,0.06384855189058729,0.07118362831858407,994400,1.2067578439259856e-05,7.039420756234916e-05,0.5346711584875302,0.0581647224456959,2020-04-08,55.5,-20,0,20,7,7.0394207562349155e-06
6025,0.04544508162782676,0.046070479867440714,0.04323890291320871,0.10410209390558843,0.10338830709567728,0.0970259013866399,41.8,3.0,31.0,14.5,18.1,62.0,0.1296837103400485,4.11,0.020744993867797414,0.007127654308766025,0.12688984584247665,0.07178801828111336,0.07862418672694374,181827,1.0999466525873496e-05,3.299839957762049e-05,0.8456169875761026,0.03366936703569877,2020-04-06,74.0,-20,0,18,8,4.3997866103493983e-05
6029,0.06624445546112785,0.06524984754708515,0.06532145421920213,0.143060652364661,0.14043207418164483,0.14106673709980713,103.3,2.0,26.2,16.1,8.0,68.6,0.10966876458020171,3.17,0.011945171750873139,0.012721295680914934,0.13517603293620173,0.06622366642728744,0.06681914082188847,896764,1.3381447069686116e-05,5.1295547100463446e-05,0.5395466365732791,0.06253707775958892,2020-04-10,62.1,-22,0,22,8,8.920964713124077e-06
6037,0.06716982317411707,0.05231603593770679,0.05173710187698585,0.14707746797343788,0.11385359676055908,0.1119044636235937,2419.6,1.0,21.3,31.8,4.7,90.3,0.13615897769911448,2.99,0.015634626547595086,0.01265932137273913,0.09378875976471468,0.05092386159719868,0.08408425970840881,10105518,1.0192451292452301e-05,7.748242099019565e-05,0.4863963430672233,0.08970020141471224,2020-03-22,52.8,-6,0,3,269,2.6619120365724942e-05
6041,0.03155152057973375,0.03296872575869441,0.03366219902270059,0.07526289266101178,0.07716038515411554,0.07795041102251134,485.1,1.0,6.8,58.8,2.4,163.4,0.22314434696879837,2.4,0.014953825298652884,0.012600802569454606,0.09271910839308958,0.05348794220267575,0.0552787041815255,259666,1.5404404119137663e-05,0.00011938413192331688,0.16115317369235865,0.028193910639051706,2020-03-31,51.4,-15,0,12,10,3.851101029784415e-05
6047,0.05608662987332032,0.056155779874230184,0.05412287383244384,0.13245006772020765,0.13164444421336677,0.12765454115334923,132.2,2.0,30.6,14.0,8.3,74.6,0.11225956726657325,3.38,0.01452513966480447,0.017007260750095538,0.1364584281112951,0.061729113970119924,0.08067621421942388,274765,7.278947464196677e-06,6.187105344567176e-05,0.6021036158171529,0.03977580841810274,2020-04-08,63.7,-20,0,20,3,1.0918421196295016e-05
6053,0.039444167865358246,0.03802115206886622,0.037684501754254786,0.08815646811349231,0.08481800549528755,0.08469567664253541,126.5,2.0,28.7,24.5,6.3,92.6,0.13590866724518702,3.31,0.0118160488895623,0.010663599590444313,0.11675321514988728,0.06500089532913676,0.06967726828193226,435594,9.182862941179171e-06,8.494148220590734e-05,0.5913120933713504,0.03492931491251027,2020-04-10,58.5,-25,0,22,5,1.1478578676473965e-05
6059,0.06968036985036527,0.06315790724469657,0.06386715569199511,0.15705177471067774,0.14076195097646035,0.14118976443849135,3807.7,1.0,14.9,39.9,2.9,118.8,0.14764335360556038,3.02,0.01576569507289464,0.01205065462051094,0.09628627782827699,0.05524977024251342,0.08862989207675658,3185968,1.0044043129121196e-05,6.089201147029725e-05,0.34157624935341474,0.0212773637399999,2020-03-27,57.9,-14,0,8,28,8.788537737981047e-06
6061,0.07507731528904163,0.07740576727907231,0.0758411114942608,0.18037654208164625,0.1844458825679686,0.18094284864008303,247.6,1.0,5.4,38.6,3.2,118.5,0.19561540281165665,2.68,0.01779478009609588,0.014083718895380631,0.09861655504655996,0.05653836077415941,0.06110914691376552,393149,7.630694723883311e-06,0.00010682972613436636,0.1425057675334288,0.01875624763130518,2020-04-05,52.4,-20,0,17,8,2.034851926368883e-05
6065,0.09607558151396425,0.07641146127034983,0.06441613457667265,0.2260568829259006,0.17726853720942085,0.14833638059268658,303.8,1.0,18.3,21.8,4.4,88.8,0.14408684986440928,3.31,0.012655676325447066,0.013368108968735387,0.11224935305729901,0.06239742969318064,0.0746405805877202,2450758,8.568777496594931e-06,5.8757331405222384e-05,0.49553852318343955,0.07227192566544718,2020-03-17,58.7,-1,2,0,28,1.1425036662126575e-05
6067,0.09115953953086288,0.07177760833238696,0.06321484774250069,0.21538840205528503,0.16614059280650237,0.1443733906872504,1470.8,1.0,12.6,30.4,3.8,92.3,0.14120994824705138,2.79,0.015931471957689125,0.013390223721994192,0.10237674199776116,0.05527734064472169,0.07344441019484417,1540975,6.48939794610555e-06,8.760687227242493e-05,0.23447362870909652,0.10871558591151706,2020-03-19,54.3,-3,0,0,33,2.1415013222148315e-05
6071,0.06827869287605252,0.06453501333873114,0.06578399195696188,0.16268160301070553,0.1513439611199653,0.15232924381534876,101.5,1.0,20.5,20.3,4.0,84.1,0.11574905726322905,3.33,0.013952366063226106,0.014617773138091998,0.11565834086617122,0.06241794655837186,0.07703111480321219,2171603,1.013076515366759e-05,5.802165497100529e-05,0.539658952395995,0.09419447293082575,2020-03-27,55.6,-8,0,8,47,2.1642998282835306e-05
