Rural-urban_Continuum Code_2013,2wk Prior Intra-Mobility,Total_age65plus,HospCt,NursingCt,normalized_deaths
1.0,-0.0004625377377595885,-0.00608029268302733,9.950395212401776e-05,5.891681375764209e-06,-1.272203356971123e-05
0.0,0.022885690456396546,-0.04365902970771368,-0.00017090661796781396,-1.0119470800725824e-05,-1.3474097623531934e-05
0.0,0.007568942510467372,-0.004725872446722623,-0.00015677925110238198,-9.282981973167358e-06,-5.97690522661895e-05
0.0,0.006980598631214731,-0.04590366067248139,-9.121992977838067e-06,-5.401180052667266e-07,-6.355773397754487e-06
0.0,-0.012130053815009208,-0.01148437590644591,-3.266791751912424e-05,-1.9342845899481456e-06,1.78305826277439e-05
0.0,-0.014046890079975928,0.020409920435885423,-5.4953090081138255e-05,-3.253801386383187e-06,4.9761220828896395e-06
-1.0,-0.006603753711001609,-0.019413447553568636,-0.0001635790351829941,-9.685600767414123e-06,1.1342382254846382e-05
0.0,0.0038484394977993386,0.06663102484337174,0.0004132863652501526,2.4470903205601132e-05,1.586877460349169e-05
-1.0,-0.027625213772739285,0.06544523588754181,0.0002450256713880719,1.4508098963767405e-05,1.3881019925931302e-05
-1.0,-0.016503191591182027,0.025693442663899058,0.00028133208843613273,1.6657821025823635e-05,3.0510082190183666e-05
1.0,0.010669328559609337,-0.022512853858857068,0.00047475122865417517,2.8110270117681434e-05,-1.1274325388344503e-05
0.0,-0.013825955708921457,-0.019273766673024634,0.0002767433809591853,1.6386121241004404e-05,-2.0001069905257317e-05
1.0,-0.01574828506045367,0.033561639042472974,0.0007499127314671368,4.440272752108046e-05,-3.1118110967885843e-06
1.0,-0.004626262878896413,-0.006190154181169777,0.0007862191485151976,4.6552449583136694e-05,1.3517251167463778e-05
2.0,-0.0019834537632221136,0.06633334277009449,0.00040062427613952556,2.372117424510348e-05,-5.1074467089798974e-05
0.0,-0.0005489788846775728,0.0035565037411511013,-1.4312422731075718e-05,-8.474460827610614e-07,-2.636498924145528e-06
0.0,-0.0019168362649667203,0.03189429634233133,-2.2285172562014023e-05,-1.3195167964350414e-06,-1.285446054485426e-05
0.0,0.00423177476599175,0.007229686412876607,2.246012701180011e-06,1.3298759414881727e-07,-9.157459168129087e-06
0.0,0.012626263751760014,0.05440545456460527,0.00028798301722928344,1.7051626020154934e-05,-1.066493958459486e-06
-1.0,0.0014559231054007415,0.03208678675316845,6.02560141844788e-05,3.567790313554659e-06,-1.830006845250171e-05
0.0,-0.0013678573802891475,0.02833779260118023,-7.972749830938305e-06,-4.7207071367397994e-07,-1.0217961620708731e-05
0.0,0.004780753650669323,0.0036731826717255056,1.655843543225573e-05,9.804336769098787e-07,-6.520960243983559e-06
-1.0,0.003244494974603225,0.013773921355759194,-0.00010331156707761775,-6.117132261174737e-06,-1.1715464462278458e-06
-1.0,0.0019274349470608174,-0.016489162834205207,-0.00024170283635835505,-1.431135215279734e-05,-3.214977149764535e-06
0.0,0.015692266244292374,0.01628254089341631,-0.0005909912916859663,-3.499290542877432e-05,-5.1177633142774925e-05
0.0,-0.011677375621077707,-0.03153767760120067,1.8832469463705878e-06,1.1150804287720666e-07,-2.3615055522269176e-05
0.0,-0.013762917973769141,-0.004518196499215171,-2.5438322083413538e-05,-1.5062164391494862e-06,-4.6466168093997555e-06
0.0,-0.007978476773467712,-0.004097307048305687,-7.450621046134001e-05,-4.411551935210918e-06,-8.332931433176174e-06
0.0,0.00012313222583600764,0.026259097499211514,0.00011907053473571997,7.050229030404472e-06,5.096105919112697e-06
0.0,-0.015905091825181815,-0.0022446309647677076,0.0001617846249899759,9.579352795459097e-06,7.118324225777447e-06
-1.0,-0.024495284268530794,0.0032390871858324344,-0.00019800784769498988,-1.172414887667703e-05,-8.726744516912816e-06
0.0,0.011122022181557258,-0.03975179322364275,3.6306417048060854e-05,2.14972206205623e-06,1.662906226425236e-05
1.0,0.013764831297231557,0.03277170372762152,-0.0003492884553276113,-2.0681553275976985e-05,-4.7962655993010386e-05
0.0,0.002563863180598022,-0.025935962849917574,6.354170086381831e-05,3.762337551147138e-06,2.4747813136494294e-06
0.0,0.0068404558543559354,-0.03378954108904518,-0.0010312422429763022,-4.01648985274901e-05,-0.0001910563492879932
0.0,0.025179695592433722,-0.012850244939318967,8.480683045738977e-05,5.021457066555976e-06,1.2544404748962245e-05
0.0,0.006992231532060161,-0.059860314236512016,3.498782945920634e-05,2.0716477969266904e-06,3.736083814753117e-05
-1.0,-0.012072948734229205,-0.01692525594925827,-0.00018665512994793076,-1.1051948483759062e-05,-8.36710744197143e-05
0.0,0.0226158324118357,0.013085717910598607,2.1265129593571463e-05,1.2591195154088383e-06,1.0069623435312816e-05
0.0,-0.0183128026034364,0.011203049173598087,-0.00021002842343334334,-1.243589349276375e-05,3.977686713179507e-05
0.0,0.004428368351462139,-0.03392435138659444,-2.855387140461197e-05,-1.6906897542204476e-06,3.488605683388174e-05
1.0,-0.01686024883847568,0.004082341719129662,-0.0008620476639859123,-3.0146798455690707e-05,-0.00019673525577982432
1.0,-0.016708473160771453,-0.021988431428337174,0.0002041824084495962,1.208974786872608e-05,3.1681931655700046e-05
0.0,-0.026809484503361514,-0.014172765996525477,3.2502215531674656e-05,1.924473288059674e-06,5.7767480585724575e-05
0.0,-0.03577365342706082,0.020946626858916573,-1.7460550957540887e-05,-1.0338484119596728e-06,-8.934998091154542e-05
0.0,0.0001517756777042259,-0.026070773147466836,0.0010662300724355086,4.2236546324416784e-05,0.00022841718743552437
-1.0,-0.01891340458858514,0.01686428513978691,0.0008445871130283713,2.9112950043731034e-05,0.0001073852748682789
0.0,-0.01818746406037356,-0.04701006929719305,-4.9819000998183434e-05,-2.949809269629286e-06,2.4816433398568926e-05
-1.0,0.0010505678187382322,-0.008142929859957779,0.00023051018284954425,1.3648629247670382e-05,1.3404502639230506e-05
0.0,0.02274117095489854,-0.04512740056019253,0.00018147455202873137,1.0745203738543302e-05,-4.8908102979133304e-06
-1.0,0.006458832690674224,-0.057406017181907215,-0.0006943775032778683,-4.11144574309264e-05,-1.7665875538875254e-05
0.0,-0.008964168923699306,0.03511939285544205,-4.996276648921554e-05,-2.9583217000193467e-06,-0.00014711746149727
-2.0,-0.007004177769066228,-0.053746637075995,-0.0006782171730747446,-4.0157595774162496e-05,-0.00019238714528614634
0.0,-0.010148130090179779,-0.014762470536349659,-1.618752720654212e-05,-9.584720056505173e-07,-7.842334309478009e-05
1.0,-0.006074896582120015,-0.01694984149162973,-0.0003564560378331806,-2.1105949608543582e-05,9.326514976657418e-05
1.0,-0.017231793190113344,-0.018789168916233362,4.91461013525136e-05,2.9099665274514663e-06,-0.0002774142700188518
1.0,-0.0037117099263409073,-0.014772415714110837,-0.001375983150183769,-3.091247942943068e-05,0.00011781039360460994
1.0,-0.031390579646548435,-0.009788295468232122,5.842023415049557e-05,3.4590928115425033e-06,1.1023119833769406e-05
1.0,0.0024145700253721605,-0.011689939910173086,3.959387175972212e-06,2.344373985773048e-07,-0.000501764675379529
-3.0,0.003962258750305252,-0.041338265155932086,-0.0006689937788430619,-3.961147374728655e-05,3.2372310375198817e-05
0.0,0.0025991026014450594,-0.03201198247467446,-0.0007640676169251635,-4.524084573898994e-05,6.297733045496854e-05
-1.0,0.0008183064291917008,-0.0023540986162867428,-6.964132974859378e-06,-4.123499787745702e-07,0.00014633611256656507
-1.0,-0.0018945691649090435,-0.010961481798646533,-0.00039947877057946155,-2.3653348257994436e-05,0.00032714207250775056
0.0,0.011965203695038597,0.0132530275866794,-0.0008368788960735313,-4.955203989909069e-05,0.00029408644285396155
-1.0,0.0002636090072501568,0.0032053952109228068,-0.00015285459048266757,-9.050600752263218e-06,2.858013546546106e-05
2.0,-0.003143952321113551,0.03898416653964534,0.0006620296458682024,3.919912376851198e-05,0.00011396380219136625
1.0,0.01164319183478927,-0.02008697410049773,-0.0003637622429930687,-2.153855386143171e-05,0.00016728632117765744
2.0,-0.003698649743055095,0.04454366036685489,0.0005161391883603942,3.0560872995023336e-05,-3.7921749097377558e-06
3.0,0.0009292811869462125,0.03679679558436527,0.000321761135241564,1.9051646165618914e-05,0.0002856522950527205
-1.0,-0.0017807961722533586,0.029657883858387718,0.0007571034839503042,4.4828495760215376e-05,8.335878211159653e-05
-1.0,-0.004493671766354103,0.021050500676027928,0.00036458884634570196,2.1587497480995507e-05,0.000264164742052782
0.0,-0.023023245728622015,0.034632058926505255,0.0008317112453073418,4.9246060577408394e-05,0.00017280524504014602
1.0,-0.021242449556368656,0.004974175068117537,7.460776135703769e-05,4.417564817193021e-06,8.94464629285495e-05
1.0,0.01385977285994764,0.024214509385325933,-0.0004374001254940698,-2.589869164109625e-05,-3.3055629653789e-05
0.0,-0.002251750925190782,0.016283556126636983,-0.000729096255249782,-4.3170173008210766e-05,9.306737151319039e-06
1.0,-0.018529573962267912,0.013581558250477327,0.0004671223989616398,2.7658563096412887e-05,-9.135949701263598e-05
-1.0,-0.016111523785138422,-0.00793095325868895,-0.0002916961297557122,-1.7271481367114515e-05,4.236236680510804e-05
-1.0,-0.01170159468778844,-0.010047632375756593,0.0006840243055908637,4.0501439146827474e-05,-0.0002655063073885005
-1.0,-0.005354348229103738,0.001554705960056607,0.00082420183704495,4.880142456187206e-05,3.0201102214896545e-05
0.0,0.010757175556034684,0.009485659218745557,0.0011158979668006621,6.607290592898657e-05,-1.2161264590211497e-05
0.0,-0.018337341184171296,-0.14924564929557996,0.00014080552077405228,8.337168993200464e-06,1.2040375288994466e-05
-2.0,-0.03316905293248022,-0.09181933979750737,-0.0007718427355760977,-8.801554782839391e-05,-2.8005099151239316e-05
0.0,-0.005522326766150082,-0.034665021935913365,-0.0006927858790032336,-3.548975288272673e-05,-0.00010990347279395039
-1.0,0.010595781204963794,-0.09364321310648852,-0.0007109419717941295,-4.209524832991557e-05,-3.741799851548051e-05
1.0,0.02096759996933799,0.11743970692644622,0.00014457730857104616,8.560498533811942e-06,-1.8065569203992551e-06
1.0,0.01838563477357845,0.10473629929190345,-0.00015838392319708129,-9.377995452458766e-06,-5.618530809231653e-06
1.0,0.015196876278109797,0.08177799446485112,-7.023217724054699e-05,-4.1584841787166e-06,-3.696430381081425e-06
0.0,0.0073647495993449386,-0.007425542268110791,-2.2935523747808547e-05,-1.358024432436034e-06,-1.9470705402790367e-05
-1.0,0.005826613698305838,-0.15595648665487818,-0.0003236995534462675,-1.9166420927739522e-05,-3.324275254130724e-06
0.0,0.004351389714242163,0.003940493882600954,2.2857448723776643e-05,1.353401569170986e-06,-3.6007870834848625e-05
0.0,-0.002024891641493956,-0.07287789901784858,-2.4393699320728287e-05,-1.4443637755694362e-06,-2.2964437337129224e-05
0.0,-0.004684029889293839,0.04906456733611575,-0.0006201664301708554,-3.672038073380064e-05,5.252166151649594e-05
1.0,-0.013667841169692455,0.11603397243531832,0.0006202019516162416,3.672248397727746e-05,8.976607194445602e-05
1.0,-0.0005741190570026922,0.03536023585293607,0.00046542336028554984,2.7557962122170715e-05,4.861616299775021e-05
2.0,-0.0019789066829157126,0.08844331776538727,0.00023114555814474156,1.3686250153307063e-05,4.81634706849929e-05
1.0,0.001224462064934359,0.07364396258392808,0.0006052707596448047,3.5838400242126596e-05,6.047022073433709e-05
0.0,0.02910618481251004,-0.21282758544622993,-0.00015302588822011117,-9.060743381453953e-06,-1.8840990904871925e-05
0.0,0.018686821524538502,0.017354621196269293,0.0005434996923693035,3.2180902837656124e-05,2.691874752198469e-05
-3.0,0.006218632054770176,-0.07413923659954455,-0.0006314282416388316,-7.970153174000316e-05,-1.2282468325632129e-05
0.0,0.004834866129727,-0.044632839583788914,0.00010565830312999909,6.256083737960463e-06,2.59209163312406e-05
0.0,-0.029181032631193288,0.036063345670541536,0.00020016938455749112,1.1852134611956711e-05,1.3119334460104971e-05
1.0,-0.0014752239840636755,0.15989698053747914,0.00034655700217004414,2.0519822496910506e-05,-3.26835955807179e-05
-2.0,-0.009988796437243722,0.0920329640021369,-0.001571025251930491,-4.286385008320693e-05,2.2878618762663537e-06
0.0,-0.013851955394811502,-0.06198746078005821,-0.00043784138923930443,-2.592481909969566e-05,-9.978311907440887e-07
0.0,-0.013222292112439804,0.00872173621735886,-0.0003657865569009789,-2.1658414553347428e-05,-9.744232324816354e-06
-2.0,-0.003920530902794345,0.07523356688616323,-0.0004514973467410991,-4.104521334009988e-05,-1.824231704004439e-05
1.0,-0.005304296827837521,0.10473996390191886,0.00028558919802773163,4.491240213786374e-05,1.996106761682834e-05
0.0,0.00913751869696905,0.06296484517901407,0.0006057938057392809,6.387188548920548e-05,2.818503058327436e-06
0.0,-0.003352262990198765,0.0483270567830702,0.0005146999200917838,3.0475653163329306e-05,1.1371553674150591e-05
-2.0,0.03108509149542575,-0.3012709032116172,-0.00038417144636485273,-2.2746993534761016e-05,-6.700446158986483e-05
2.0,0.005832803321675545,0.22098711624573952,0.001028742231710974,6.0912368982886606e-05,4.7376286986689596e-05
1.0,-0.007107778369179571,0.15089411371356873,0.0012271103978138318,7.265785250213478e-05,4.097513739158176e-05
-1.0,-0.001753361910947493,-0.13106760304489712,-0.00027916727097558787,-1.6529641044607175e-05,-8.485146538838232e-05
0.0,-0.01090435297849883,-0.08338675154916092,-0.00017589031376866637,-1.0414558052092091e-05,-9.060033382974554e-07
0.0,0.003679339956265848,-0.10487711044965242,-5.00685113112235e-05,-2.9645829065856064e-06,-2.4865757460759043e-06
-1.0,-0.00804207990561713,-0.05928673669492343,-0.00010890236957657175,-6.448166619665433e-06,-1.1504436306514943e-05
2.0,0.007789853568614655,0.19837951239839197,0.0005525580485970482,3.27172528774568e-05,3.179946770624886e-05
1.0,0.006003577458463097,0.08911577604956453,0.000492281244730688,2.9148231595896e-05,-2.1166684217940274e-06
-1.0,0.0036506545171310356,-0.02261266736611245,4.1242421683440156e-06,2.441985494414243e-07,2.2576373304102943e-05
0.0,0.015479842738578553,0.14741016961936798,0.0003162799706174288,1.872710352340039e-05,2.12558674446321e-05
0.0,0.012897877542819014,0.13470676198482523,1.3318738849301358e-05,7.88609537129683e-07,1.74438935557997e-05
-1.0,-4.2704148036101786e-05,0.06461375945265443,0.00021168690495215923,1.2534093056377852e-05,1.1042743960691863e-05
0.0,0.009709119047350362,0.1117484571577729,0.00010147048480583566,6.008120810871849e-06,1.936599398394993e-05
-2.0,0.031532377264706715,-0.30908421539627046,-0.0007541724056965718,-4.465494507413913e-05,-5.673483833510607e-05
-1.0,0.0018769923685855033,0.022544920424810988,0.0001487671382985741,8.808580557152415e-06,3.5917189622409858e-06
0.0,-0.0062887179946696375,0.07178086634997369,0.0001702649013990161,1.0081474424941743e-05,7.334702908186738e-05
0.0,0.0049289712068010805,-0.09281757884677472,2.8744294041589506e-05,1.7019647787783207e-06,2.846639317153989e-05
-2.0,-0.014831711748308926,0.05742630949807259,-0.0009126482563501499,-9.635271682159437e-05,-4.0045474440233784e-05
-1.0,0.02788172274757568,-0.286471548030158,-0.0007582966478649159,-4.489914362358055e-05,-7.9311211639209e-05
0.0,-0.0017736621485455323,0.04515758779092344,0.00014464289613023008,8.564382007710991e-06,-1.8984654341861958e-05
1.0,-0.0002371506690487385,0.06971746401424403,0.000842323607634518,4.9874424136254354e-05,-2.462616767177614e-05
0.0,-0.00853633946851963,0.06745619684546547,0.00047128418412398666,2.790498458628868e-05,-1.5650930697986033e-05
-3.0,-0.008513572453180046,-0.06786401653534224,-0.001917582254100535,-6.338367258011744e-05,3.4971457456984254e-05
1.0,-0.010222454066554629,0.0004087175260130693,-0.00011416308347458285,-6.759656258363455e-06,-2.048252782836576e-05
0.0,-0.017830033728853487,-0.04550697630182676,-0.0007797883304333761,-4.064121382266937e-05,-0.00010197133011553243
0.0,-0.002581965195759539,-0.012703407634542765,-0.00030296123176812745,-1.793849398627071e-05,-3.811973888832398e-06
-1.0,-0.015522546886614655,-0.08279641016671356,-0.00010459306566526957,-6.19301046702254e-06,-1.0213123483940236e-05
0.0,-0.005770723691228191,-0.035661712461595094,-0.00021480948581159315,-1.2718982712528542e-05,-1.88987346068217e-06
-1.0,-0.01360285036999305,-0.12486524919455701,-0.0001675128323188547,-9.918522966247976e-06,-1.7664148482391115e-05
-1.0,-0.012940581690855116,-0.0700930025321708,0.00019836816610285788,1.174548351924817e-05,-6.401149595107838e-06
0.0,0.014583692934764678,-0.021490358900491502,0.00012582180245744286,7.449975145506486e-06,-1.5805724077784488e-06
-1.0,0.002862273072881699,0.02410001485423749,6.698794419209461e-05,3.966391432426659e-06,-1.0598432968217488e-05
-2.0,0.034437354485624516,-0.3495979599946874,-0.0008988713664566365,-5.322264669809032e-05,-7.837601526401542e-05
-1.0,0.03157508141274282,-0.37369797484892486,-0.0009658593106487311,-5.7189038130516984e-05,-6.777758229579794e-05
3.0,-0.001383765925043176,0.029506397015755637,0.0007370865447688307,8.595761547796363e-05,3.820338465687273e-05
2.0,0.013058049599763394,-0.012268721707149155,0.00105729115248038,0.00010491709882930536,2.1060820098371826e-05
-1.0,-0.007832126678764859,-0.08920353673296191,4.729665349273844e-05,2.800459746280566e-06,-1.5774275021708944e-05
-2.0,0.0559638746710372,0.014837809888529507,-0.0005007564102336956,-4.260040189651419e-05,-5.259747658786306e-05
0.0,0.024317905185324035,0.0239426114634676,0.0005291603508818792,2.6742941241664e-06,-8.122918312304916e-08
-2.0,0.0056905614102058105,-0.024464152378744608,-5.893221545248792e-05,-3.2146976250894815e-05,-8.406606951670824e-05
-3.0,-0.024722573266771394,-0.019749961848401415,-0.0014654242867500034,-1.6025356605664208e-05,-2.1501102660196217e-05
0.0,-0.011856221277512277,-0.030480565904013518,-0.0001305108719942354,-1.9709672811123896e-05,-3.97478313459538e-06
0.0,0.010938807962085073,0.000967754054841119,0.000440981893042278,-7.218928590885372e-06,0.00021439332304276477
0.0,0.05202540945008123,0.017596785107110546,0.0005509947539690994,1.6302212636805557e-05,0.0001863571013406651
-2.0,0.002097842204423772,-0.027192140942807475,-0.0008003534501706734,-6.37118257662073e-05,0.00015162343729240707
0.0,0.017337185283045786,0.03414490241002144,0.0002458613560673642,9.905592469409427e-06,0.00019887699092600885
0.0,-0.01039583165135953,-0.0026415098389694636,0.00024474947892619736,3.183846118548405e-05,8.263383203402071e-05
0.0,0.022604496559571502,0.02071230961951455,0.0005849699309391207,4.5499577155505685e-05,5.500988150068105e-05
0.0,0.05329266593292349,0.019258568659673,0.0011420698720349279,5.069076792974885e-05,3.9588097232320016e-05
0.0,-0.002172702961585768,0.03009906601569884,0.0007808542463734906,4.097348953973877e-05,5.5193307487834096e-05
0.0,0.04108660148799616,0.016629031052269427,0.00011001286092682139,2.3521141227690933e-05,-2.8036221702099666e-05
0.0,0.0016908921703297775,0.019093198604647282,-0.0003315606287714866,-2.624657504445726e-06,-2.916286116050798e-06
0.0,0.06186374621546997,0.02233665099915448,0.0001660950886865235,2.684179945030487e-05,-3.112154237227e-05
-1.0,-0.0806864479378086,-0.03458777173693092,-0.0009646678765163077,2.657504529084998e-05,3.109637392766684e-05
0.0,0.006685574942185572,-0.031188674505364042,0.00032392478392554217,1.2274037280649426e-05,3.733457918993867e-05
0.0,-0.04113628259546359,-0.08866382250265617,-0.0008148562953611352,-1.1085007226564405e-05,2.498841406728997e-05
0.0,0.0029607731681373234,-0.023656168352709575,0.0003800885048742488,1.5599520757875476e-05,-1.4113429830730177e-06
0.0,-0.03607337903239706,-0.08534592679942382,-0.0017747114478731917,-2.1215760304455522e-05,-5.1971547703674536e-05
0.0,-0.009911024645878175,0.007161360906726602,-0.0005010177133361051,-1.8705325516292203e-06,1.2336463598190698e-05
0.0,0.020777144727473815,0.005707619946885054,5.6082227759702126e-05,3.32065822261394e-06,-3.085320670170337e-06
0.0,-0.034688224167035445,0.016548117302910892,-0.0003051333979017352,-6.396620167396132e-06,1.2519889585343743e-05
0.0,0.029721315013607127,-0.00559332490158293,-0.0007541403296387072,7.197029672801623e-06,-3.057273688935028e-05
0.0,0.019591441820682107,-0.04310757565130413,-0.0002976244071266534,-7.832221240175088e-06,-1.6645977751337713e-05
0.0,0.06368849758428302,0.021900078498642464,0.0008973203931087305,1.8852306744264793e-05,-4.30457348017007e-05
0.0,0.024654345383748638,-0.03978967994807178,-0.0012574795596387099,-1.7962974318066204e-05,-9.360593952230221e-05
-3.0,0.0008883224228675157,-0.009640523953514196,-0.0011283078070121377,-2.969231071084573e-05,-2.969231071084573e-05
0.0,-0.003724801774048249,0.007532506152654467,5.616372094870663e-05,3.3254834772260492e-06,-3.874592217301169e-05
0.0,-0.030241235956931782,0.023881808635078813,3.7078144077253694e-05,2.195416425626861e-06,-1.7858048693863412e-05
0.0,-0.012152460803767258,-0.01974308774678886,-0.0014106758458210557,-2.1218794275531088e-05,-3.450693419277108e-05
0.0,0.03068816937335199,-0.0014537409598415485,0.0005570999410958073,5.1911907742431604e-06,-1.5421784268361036e-05
0.0,-0.02477719952115727,0.00938675639618429,0.00019588431543436993,-4.5260876157669115e-06,1.834259871530446e-07
0.0,0.044097055763600915,0.0650076541499466,0.001194944800235384,2.668452798443988e-05,-2.6399757050362987e-05
0.0,0.0050629035630665314,0.0033178957032323486,-0.0009598551525120565,-1.0130753077891116e-05,-7.69599617709645e-05
0.0,0.060172854045140195,0.0032434523945071986,0.0004976557174580102,2.9466456954750598e-05,-2.8205256256219205e-05
0.0,0.03365641986225666,0.019592754876931545,0.00047857014058655715,2.833638990315141e-05,-7.317382777070929e-06
-2.0,0.015029076087138438,-0.028814008965280663,-0.00010952242574780997,-6.484880471909805e-06,-9.130222311065612e-05
0.0,-0.026516434182883533,0.016349302482424347,-1.9085576871452934e-05,-1.1300670515991881e-06,2.0887873479148276e-05
-2.0,-0.018627343775118224,-0.04840676384221221,-0.0005880925663343671,-3.482127037506122e-05,-8.398484033358519e-05
-3.0,-0.04904047845209543,-0.043692573311869015,-0.0019945846376318824,-1.8699650729830607e-05,-2.141987347707317e-05
0.0,0.018088775153164524,-0.04362489638186767,-0.0014477539898983096,-2.341421070115795e-05,-1.6648885498907666e-05
0.0,-0.03617412646283631,-0.05442317736748112,-0.0006596712228761146,-2.2383966935290295e-05,-3.893553951472331e-06
-1.0,-0.030413134676977205,0.004714190530343193,-0.0014064920712975153,1.6121619645230607e-05,6.256496685651203e-05
