FIPS,1 Month Prior Intra-Mobility,1 Month Prior Inter-Mobility,2wk Prior Intra-Mobility,2wk Onset Intra-Mobility,2wk Post Intra-Mobility,2wk Prior Inter-Mobility,2wk Onset Inter-Mobility,2wk Post Inter-Mobility,Density per square mile of land area - Population,Rural-urban_Continuum Code_2013,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,Unemployment_rate_2018,Med_HH_Income_Percent_of_State_Total_2018,Total_age65plus,Total households!!Average household size,SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school preschool,SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten,SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8),SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12),SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school,POP_ESTIMATE_2018,Area in square miles - Land area,NursingCt,HospCt,Hispanic Population,Black Population,Outbreak Month Temp AVG / F,Time from outbreak to intervention,Time from outbreak to national intervention,Time from national intervention to outbreak,Deaths,normalized_deaths
13113.0,0.12985433378703232,0.23632149058250115,0.1077752441725328,0.10545533754798737,0.1077752441725328,0.1728213967789501,0.17503113144710514,0.1728213967789501,548.3,1.0,5.2,46.5,3.5,162.1,0.18188067936435187,2.86,0.021161829383301457,0.008073400964224962,0.11485206109696014,0.07969398637393244,0.06337090931525925,113459.0,194.34,3.525502604465049e-05,0.0013396909896967186,0.07412369225887766,0.24269559929137396,54.6,,11,0,5,4.406878255581311e-05
13115.0,0.15352310540358738,0.22308804371769686,0.13438290038206316,0.1348628497320892,0.13438290038206316,0.18286216117253565,0.18500223927736273,0.18286216117253565,188.9,3.0,19.0,20.4,4.3,76.6,0.16736957121120835,2.7,0.00899649739091364,0.00978279738989247,0.10062597649269353,0.04313417137255302,0.05332543629438255,97927.0,509.91,9.19051946858374e-05,0.0015521766213608095,0.11293106089229732,0.1488864153910566,62.1,,5,0,10,0.00010211688298426379
13117.0,0.13763219351270686,0.20722690070060434,0.12385104245407207,0.12380153403643347,0.12385104245407207,0.17789702732140128,0.17562688524431813,0.17789702732140128,783.5,1.0,7.2,51.7,3.1,180.6,0.12011647760891248,2.9,0.02489307389312461,0.017188477338427467,0.13027657092624212,0.06663229252954203,0.05250790323398644,236612.0,224.02,3.80369550149612e-05,0.0006424019069193448,0.09692238770645614,0.04138420705627779,59.9,-26,0,2,10,4.226328334995689e-05
13121.0,0.08262651211473906,0.17569371379814858,0.06367818840893189,0.06180002497688003,0.06367818840893189,0.11278945496801872,0.11561302595990244,0.11278945496801872,1748.0,1.0,7.9,51.4,4.0,120.8,0.11687302521440529,2.44,0.016210620942107238,0.01028840678250171,0.09764463667754168,0.05461597502747321,0.0842489482094325,1050114.0,526.63,8.570498060210605e-06,0.00014474618946133468,0.07269020315889513,0.44538592952765127,53.2,-15,12,0,74,7.04685396061761e-05
13135.0,0.10911374251343472,0.1721695098304449,0.09019462259181542,0.08860804127575053,0.09019462259181542,0.12762302125794125,0.1288817080755049,0.12762302125794125,1871.2,1.0,12.3,36.1,3.5,122.8,0.10052372273198093,3.1,0.016197788055586394,0.016318506199200028,0.12210209090291782,0.06663749311529338,0.06809904492547271,927781.0,430.38,9.700565111809792e-06,0.0001638317663327876,0.21478344566228452,0.29337634635759946,61.3,-16,8,0,46,4.958066612702782e-05
13139.0,0.11152253370232255,0.17465845391919338,0.10882196636693363,0.1078647469039659,0.10882196636693363,0.1715564126990408,0.16591521346453392,0.1715564126990408,457.5,3.0,21.6,24.0,3.2,105.1,0.14893048657419317,3.08,0.015152264677365098,0.008637236084452975,0.11794328907533094,0.0637948433820765,0.055221916615549003,202148.0,392.78,4.452183548687101e-05,0.0007519243326671547,0.2898322021489206,0.08061420345489444,60.3,-31,0,7,27,0.00013356550646061302
13153.0,0.1445298695284224,0.21464361751492966,0.12035793998436088,0.11849353522934732,0.12035793998436088,0.16328565272084533,0.16454819196844966,0.16328565272084533,372.5,3.0,9.1,27.3,4.0,103.6,0.12711215740758608,2.64,0.015076960680264232,0.012079578565501804,0.12628884214859554,0.05040233101132702,0.08199705407508892,155469.0,375.54,4.502505322604506e-05,0.0009776868700512643,0.06720954016556355,0.3229840032418038,65.2,-15,8,0,13,8.361795599122655e-05
13157.0,0.13114813958300375,0.2497421666118954,0.13923510104391085,0.13701278415430249,0.13923510104391085,0.29426275068261903,0.28051806050868905,0.29426275068261903,178.1,4.0,16.3,21.0,3.0,117.7,0.14421629604384995,2.94,0.01875834256340348,0.017693334469341966,0.11281985743091648,0.06996393172588111,0.04708755786543978,70422.0,339.66,2.8400215841640397e-05,0.00215841640396467,0.08138081849422056,0.07259095169123285,73.5,,0,26,5,7.100053960410099e-05
13185.0,0.12067910597152964,0.18123714302908073,0.11536302866329295,0.11390769631328049,0.11536302866329295,0.1687884634515083,0.16252500776791293,0.1687884634515083,220.2,3.0,14.9,25.6,4.1,71.3,0.12350306479483499,2.68,0.019205474505893175,0.011399489344142501,0.11334152904462651,0.04695626756991429,0.0989331247152277,116321.0,496.07,3.438759983150076e-05,0.0013067287935970289,0.05939598180895969,0.37057796958416794,66.1,,0,5,4,3.438759983150076e-05
13215.0,0.11603920183648228,0.18170183648242993,0.10241295838483724,0.10441977161692881,0.10241295838483724,0.1521558066984518,0.15177504561775287,0.1521558066984518,877.5,2.0,12.7,26.2,5.1,79.5,0.1339307787391842,2.58,0.02065306963329213,0.011418417799752782,0.11318500206015657,0.05200350226617223,0.09105892047795633,194160.0,216.39,4.6353522867737945e-05,0.0007828594973217965,0.07667902760609806,0.47805418211784095,64.4,-23,0,1,7,3.6052740008240625e-05
13217.0,0.10487501744291451,0.19024866097103915,0.09741036298215827,0.10046336205491185,0.09741036298215827,0.1653457870308186,0.16762999372707116,0.1653457870308186,367.3,1.0,14.2,19.6,4.5,96.5,0.13018869646981496,2.81,0.02325156790608083,0.011940734519494983,0.12276681790379858,0.08430633278863622,0.03497320637934655,109541.0,272.16,1.8258003852438812e-05,0.0008855131868432824,0.0593202545165737,0.46647374042595924,61.6,,1,0,7,6.390301348353585e-05
13223.0,0.12297293060746751,0.20340448729783286,0.11914355730344114,0.1187825914301736,0.11914355730344114,0.19546802774168578,0.1895954743849211,0.19546802774168578,455.8,1.0,9.9,24.1,3.4,125.0,0.10603252785837945,3.05,0.016458998805198605,0.008010046085196655,0.12228426519714224,0.06998732047499451,0.05233961620053156,164044.0,312.22,1.8287776450220674e-05,0.000505961815122772,0.06700641291360854,0.2082490063641462,62.0,-29,0,5,9,5.486332935066202e-05
13245.0,0.09851255742877839,0.1704376990781627,0.08594648155262163,0.08972639732138435,0.08594648155262163,0.13657275823990445,0.1410635788494825,0.13657275823990445,618.4,2.0,16.6,21.3,5.1,68.5,0.14061740278039633,2.71,0.01578237097750479,0.016015559105748336,0.10185359754705935,0.0443851275588676,0.06843823491471268,201554.0,324.33,4.4653045833870825e-05,0.0007541403296387072,0.05018506206773371,0.571271222600395,65.7,-20,2,0,14,6.946029351935462e-05
13247.0,0.07748447547772006,0.15797861100861316,0.0721058474386509,0.07301256153829172,0.0721058474386509,0.14331838437739478,0.14009205907676006,0.14331838437739478,656.5,1.0,11.8,26.5,4.4,101.8,0.1441486191138486,2.85,0.02287127182815639,0.011821974965229486,0.12315385124842705,0.05993774422147162,0.07369141444245755,90594.0,129.79,3.3114775812967744e-05,0.001611585756231097,0.10403558734574034,0.5696514117932755,62.1,,0,4,6,6.622955162593549e-05
13255.0,0.11203760535984433,0.20451221093581087,0.10271234060946627,0.10576183272098547,0.10271234060946627,0.17548627620488502,0.17657229306245995,0.17548627620488502,326.1,1.0,18.1,16.4,4.7,74.2,0.17856278366111952,2.52,0.03010590015128593,0.017594553706505294,0.10700453857791226,0.060832072617246595,0.02714069591527988,66100.0,196.47,4.53857791225416e-05,0.0022995461422087747,0.047110438729198185,0.3455975794251135,63.2,,2,0,8,0.00012102874432677762
13285.0,0.14287101367091126,0.22110566704335466,0.1264783635703474,0.1302979369204345,0.1264783635703474,0.18278978781734587,0.18754360127121972,0.18278978781734587,161.9,4.0,17.1,18.5,3.7,77.1,0.14841362766656196,2.7,0.0157494931033498,0.008795727789359454,0.12740954393580262,0.05303138475597567,0.07773367221635205,70034.0,413.99,5.711511551532113e-05,0.002170374389582203,0.03741040066253534,0.36643630236742153,62.9,,2,0,4,5.711511551532113e-05
13297.0,0.13072093943509833,0.22632245565841308,0.12636874905465173,0.1258278955144295,0.12636874905465173,0.21705109538120276,0.20989853648698864,0.21705109538120276,257.2,1.0,12.7,19.9,3.6,111.6,0.15494690009946205,2.84,0.011464872784830432,0.014930002245917243,0.11239211576099163,0.0694844015700031,0.04542100253467803,93503.0,325.68,3.2084532047100095e-05,0.0008235029892089023,0.046586740532389335,0.18463578708704534,61.8,,0,5,5,5.347422007850015e-05
13313.0,0.11277068341126348,0.17732066323098633,0.10192893247706751,0.10434507450228805,0.10192893247706751,0.15140836369526917,0.15205495624861046,0.15140836369526917,353.2,3.0,30.6,15.7,4.7,80.3,0.1404931675347389,2.79,0.011224077953527705,0.01084930137802464,0.11937114412561742,0.06721954219599854,0.049162998981376486,104062.0,290.46,5.7657934692779305e-05,0.0014606676788837423,0.35927620072648997,0.043618227595087544,61.8,-25,1,0,4,3.8438623128519534e-05
17019.0,0.07563605489151837,0.1088943934917179,0.07479891229289991,0.0737219543622917,0.07479891229289991,0.1039978746578804,0.1010010334169909,0.1039978746578804,201.8,3.0,4.9,44.4,4.4,81.8,0.12824847725768276,2.31,0.016915655076839554,0.012958191853626245,0.08091607415838425,0.038626936466285365,0.2138696942133411,209983.0,996.27,4.2860612525775895e-05,0.0007238681226575485,0.060947791011653325,0.13561574032183557,51.8,-30,0,7,6,2.8573741683850596e-05
17031.0,0.09047970641293908,0.12047364162886758,0.06271947201053761,0.0681793495053739,0.06271947201053761,0.07892478297225497,0.08817819076292546,0.07892478297225497,5495.1,1.0,13.3,38.0,4.0,97.4,0.14635035700270224,2.57,0.01701672022334554,0.011546584465995803,0.09534169817428573,0.05138468481667671,0.06807749764356404,5180493.0,945.33,1.7372863933992383e-06,2.9340836866298245e-05,0.25538438137065333,0.23862014676981516,34.1,-4,19,0,455,8.782947877740593e-05
17037.0,0.08196778879590014,0.12430435623545127,0.09070838037259212,0.08877902773795925,0.09070838037259212,0.14606495738689015,0.1387700428394477,0.14606495738689015,166.6,1.0,7.6,31.4,4.4,97.3,0.12647993624151407,2.56,0.01341424771708132,0.006183804960487023,0.10243607347589373,0.055750266460539835,0.16529195433202423,104143.0,631.31,8.64196345409677e-05,0.0009410137983349817,0.11446760704031957,0.0805719059370289,56.8,-63,0,40,11,0.00010562399777229387
17043.0,0.09487725078433128,0.15958559553411575,0.07210071255574706,0.06782710111793269,0.07210071255574706,0.10539869784002547,0.10216414366312761,0.10539869784002547,2799.8,1.0,7.4,48.8,3.1,143.8,0.15500722063259417,2.65,0.020747607391429362,0.01241991882307458,0.1007140941794486,0.05487034629960079,0.07019574860352643,928589.0,327.5,9.692124287494252e-06,0.0001636892101887918,0.14455372613718231,0.05250223726535636,33.7,-10,13,0,77,8.292150779300638e-05
17089.0,0.0884923487342734,0.14514476755255776,0.0718070967548707,0.06733605882264852,0.0718070967548707,0.10375083700760947,0.09955657315713924,0.10375083700760947,990.8,1.0,15.9,33.1,4.9,122.7,0.13666569327762554,2.88,0.016377270617128653,0.01688455605972116,0.11052832562109709,0.06597331416505683,0.054852344370067536,534216.0,520.06,1.6847118019677435e-05,0.00028452910433233,0.32246881411264355,0.06001692199409976,33.0,-11,12,0,29,5.428515806340506e-05
17091.0,0.11907427989737332,0.16584199810950337,0.10309633742248417,0.10612100217095452,0.10309633742248417,0.13396297950577057,0.13910341639746146,0.13396297950577057,167.7,3.0,12.1,21.0,5.4,82.8,0.16859957827383115,2.57,0.019332145713662475,0.010906711262997163,0.09936013960590416,0.05710572238784265,0.07060277757580165,110024.0,676.56,8.180033447247874e-05,0.0013815167599796408,0.10626772340580237,0.15019450301752346,50.3,-18,5,0,23,0.00020904529920744565
17093.0,0.08818311266968612,0.14258374701950513,0.08794121096040339,0.08615821890652857,0.08794121096040339,0.14477694451114334,0.1380330688347731,0.14477694451114334,358.2,1.0,7.9,35.4,3.5,143.5,0.10258374701950514,3.13,0.022249149826056365,0.023367079701364188,0.12477817300551147,0.07741078059648986,0.06427705898448188,127915.0,320.34,3.908845717859516e-05,0.0,0.19464488136653246,0.07704334909901106,49.0,-32,0,9,12,9.381229722862839e-05
17097.0,0.09380789037682553,0.13672854957699263,0.07820052248103483,0.07534748494850207,0.07820052248103483,0.10195137452953876,0.1001964196024969,0.10195137452953876,1585.6,1.0,9.4,45.0,4.5,134.2,0.14241644217159033,2.76,0.017987192365645405,0.009204773754623077,0.11211816812017716,0.0636557691429615,0.06291950139263047,700832.0,443.67,1.2841879366238985e-05,0.00021688507374092506,0.22172931601296744,0.07475828729281768,47.4,-15,8,0,89,0.00012699191817725218
17099.0,0.10367305909844558,0.15097609691779493,0.11342802313285755,0.11181577264004386,0.11342802313285755,0.17079411495933475,0.16674325400451706,0.17079411495933475,100.4,4.0,11.3,17.9,5.8,83.1,0.18931737183587682,2.37,0.013944987663346432,0.012802704925523165,0.0948642968107466,0.04651375308416339,0.03348259161107557,109430.0,1135.12,8.224435712327516e-05,0.0013890158091930914,0.10027414785707758,0.028374303207529927,59.0,,0,29,13,0.00011879740473361966
17111.0,0.10597558322029263,0.16270001250005803,0.09255760443335385,0.09087542071954045,0.09255760443335385,0.12744526595030525,0.1269047541886768,0.12744526595030525,511.9,1.0,7.2,33.7,3.5,132.6,0.1459117866286418,2.68,0.016508409761156303,0.0130019120458891,0.10238519622776031,0.06155815536183038,0.04926920957967398,308570.0,603.17,2.916680169815601e-05,0.0004925948731244126,0.13448488187445312,0.017224616780633244,47.5,-16,7,0,26,8.425964935022848e-05
17113.0,0.09875152505050455,0.1354643262169822,0.09594634136664372,0.09505734851164972,0.09594634136664372,0.1259567728774105,0.12327904869911935,0.1259567728774105,143.3,3.0,4.1,44.8,4.2,103.1,0.13227023398986276,2.49,0.01804684426134654,0.01091836970861203,0.09156502418589581,0.05875784016478811,0.15790265466243897,172828.0,1183.38,5.207489527159951e-05,0.0008794871201425695,0.05062837040294397,0.08185594926747981,51.0,-30,0,7,3,1.7358298423866502e-05
17115.0,0.11286931229058178,0.14581518832607535,0.11089941935976774,0.11072274428909772,0.11089941935976774,0.14194852820798284,0.13972883446296222,0.14194852820798284,190.8,3.0,9.7,22.5,5.6,77.9,0.20016808006723202,2.27,0.01793490717396287,0.011097104438841775,0.10304454121781649,0.05083467033386813,0.04283176713270685,104712.0,580.69,8.595003438001376e-05,0.0014516005806402322,0.023483459393383758,0.17513752005500802,52.8,,0,6,13,0.00012415004966001987
17119.0,0.12056090366011284,0.1651263729407576,0.11789775105916223,0.11669746605899772,0.11789775105916223,0.15987369458202572,0.15649053303565705,0.15987369458202572,376.3,1.0,7.9,25.8,4.5,92.4,0.1719913333156874,2.38,0.0181539054907907,0.011941269223061246,0.09538646530112191,0.04758735692597396,0.07167030299363611,264461.0,715.58,3.4031482902961115e-05,0.0005747539334722322,0.033812168902030926,0.08800541478705745,56.0,-30,0,7,28,0.00010587572458699014
17143.0,0.08661910061082931,0.12160332566929813,0.09518273069022982,0.09072944373656938,0.09518273069022982,0.13599352076605545,0.1289242589257539,0.13599352076605545,301.2,2.0,9.6,30.4,5.5,86.8,0.17061139070207784,2.45,0.016659192452704835,0.01159887277780546,0.10658229109571976,0.048228057645567236,0.06555716112744366,180621.0,619.21,4.982809307887787e-05,0.0008415411275543818,0.04915264559491975,0.18652869821338605,51.6,-44,0,21,6,3.321872871925191e-05
17161.0,0.09330972908549802,0.14456553016461593,0.08631398362505069,0.08904662668680625,0.08631398362505069,0.12700243642833767,0.12928055168623334,0.12700243642833767,345.0,2.0,11.1,23.2,5.2,80.9,0.192867149438586,2.27,0.019375927849062915,0.01120040145807342,0.09722115739804986,0.05263561407054789,0.06490935829436077,143477.0,427.64,6.272782397178642e-05,0.0010594032493012817,0.13103842427706183,0.10994793590610341,50.0,-24,0,1,9,6.272782397178642e-05
17163.0,0.10823464646470185,0.1593830185075841,0.09587624691298557,0.1008157433486572,0.09587624691298557,0.13407532944112785,0.13811902399731213,0.13407532944112785,410.6,1.0,9.2,27.3,5.0,89.5,0.15805239428634907,2.46,0.016291336441187625,0.00855745252988788,0.11040416151138248,0.05425593448224348,0.0668507885190704,261059.0,657.76,3.447496542927078e-05,0.0005822438605832398,0.04175301368656128,0.30569334901305834,57.0,-22,1,0,29,0.00011108599971653918
17167.0,0.10796439467733789,0.13650013602099126,0.10116670908181451,0.10246146803214212,0.10116670908181451,0.12613679908968303,0.12613241131577646,0.12613679908968303,227.4,3.0,7.6,34.2,4.3,95.7,0.17858897966705573,2.3,0.015582447734299813,0.012260171591211582,0.10238139115834306,0.055076069373630646,0.05233224809058706,195348.0,868.3,4.607162602125438e-05,0.0007780985728034072,0.023506767409955567,0.1294919835370723,53.0,-27,0,4,11,5.630976513708868e-05
17179.0,0.1162256989126587,0.16810263673814838,0.11176233083161312,0.1126972371682486,0.11176233083161312,0.15908143833072821,0.15745830706383304,0.15908143833072821,208.6,2.0,7.4,26.4,4.9,94.5,0.18764736110271446,2.4,0.013421195816456078,0.009756060697660359,0.10457348406988695,0.050389940148721356,0.04897678495858775,132328.0,648.97,6.801281663744634e-05,0.0009446224532978659,0.023199927452995588,0.013292727162807568,52.2,,0,4,3,2.267093887914878e-05
17197.0,0.11372073204200431,0.18446018195812425,0.09024074681655819,0.08456017845019875,0.09024074681655819,0.1291887201645836,0.12444445820101241,0.1291887201645836,809.6,1.0,9.1,34.0,4.0,132.3,0.13058600915774726,2.95,0.016826277245742514,0.011418295272349091,0.10928341349973278,0.06882610391298696,0.06355534370440988,692310.0,836.91,1.2999956666811111e-05,0.0002195548237061432,0.17839407201975993,0.12131559561468129,34.5,-9,14,0,88,0.00012711068740881975
17201.0,0.1080585165096272,0.1465893781803683,0.09537848108713466,0.09948218993878506,0.09537848108713466,0.1223413644096476,0.12720391115813554,0.1223413644096476,575.2,2.0,12.3,22.6,5.7,82.7,0.17536899687061086,2.45,0.011852253406598822,0.0164776947419926,0.09956667288555025,0.04983085810033054,0.04597280353138718,284081.0,513.36,3.168110503694369e-05,0.00053505866284616,0.1311984962035476,0.13625691264111292,48.0,-21,2,0,10,3.520122781882632e-05
18003.0,0.1106442465090771,0.1434985234772634,0.09468337635972729,0.09832301727487844,0.09468337635972729,0.11527286650171625,0.11996713932901658,0.11527286650171625,540.6,2.0,10.7,28.2,3.2,97.8,0.14577821825438056,2.5,0.01980013374148464,0.011794293874267019,0.11538000431596027,0.05594230466949602,0.04939643160668281,375351.0,657.31,2.3977557006641783e-05,0.00040495429611217234,0.07608078838207438,0.12010091887326796,49.2,-18,3,0,33,8.79177090243532e-05
18005.0,0.09745904766508248,0.14699441194190666,0.08906712057051018,0.09368585687873213,0.08906712057051018,0.12245218559189032,0.12783567622062886,0.12245218559189032,188.7,3.0,9.1,32.3,2.6,113.2,0.16297898565610913,2.56,0.014815172863823669,0.01224124805143016,0.10847945089604002,0.05406450521431247,0.044215919664543885,82753.0,406.91,9.667323239036651e-05,0.0018367914154169638,0.0692663710076976,0.02332241731417592,54.4,-19,2,0,11,0.00013292569453675395
18011.0,0.09328156283782488,0.1609542146684488,0.0904651028906615,0.09105679615687234,0.0904651028906615,0.15150652568375197,0.14850541479297139,0.15150652568375197,133.9,1.0,6.4,48.3,2.7,154.1,0.1336437857281452,2.67,0.027985492320780906,0.020179405662771085,0.10913595725309333,0.058851624651114195,0.03926924282451977,66999.0,422.91,0.00013433036313974836,0.0007761309870296572,0.03173181689278944,0.020134628875057837,51.0,,0,5,26,0.0003880654935148286
18019.0,0.10685899308598669,0.18503651767455437,0.09425455253676124,0.09759774564222391,0.09425455253676124,0.14609078293894256,0.1528313370337909,0.14609078293894256,295.6,1.0,10.8,20.9,3.4,101.9,0.15783912747102932,2.53,0.011622358554873893,0.01578902522154056,0.105453306066803,0.04697511929107021,0.039093387866394,117360.0,372.86,7.668711656441718e-05,0.0012951601908657124,0.055453306066803,0.0812968643490116,56.7,-16,5,0,13,0.00011077027948193592
18035.0,0.09020019815684226,0.13197569342447896,0.08254626563970306,0.08280765343463563,0.08254626563970306,0.1197759782127052,0.11740917396477975,0.1197759782127052,300.1,3.0,10.7,24.3,4.0,77.3,0.17140069006377862,2.37,0.014994946502631303,0.013139093158610114,0.07661276269473391,0.0381887568396473,0.15892377931899768,114772.0,392.12,7.841633847976859e-05,0.0013243648276583138,0.025633429756386574,0.0717073850764995,52.0,-26,0,5,15,0.00013069389746628098
18039.0,0.09346843465932768,0.13733647457815576,0.08251640118978108,0.08058057431962881,0.08251640118978108,0.11085710115920266,0.1093403385872738,0.11085710115920266,426.5,3.0,18.8,19.2,2.6,106.3,0.14731465265615878,2.74,0.009938704028021016,0.014229422066549912,0.1266540182914964,0.0510507880910683,0.02820101187001362,205560.0,463.17,4.3782837127845886e-05,0.0007394434714925082,0.16297917882856586,0.06132516053706947,48.2,-14,7,0,4,1.945903872348706e-05
18043.0,0.10427151691470746,0.18749272224028232,0.09225903498283643,0.09791227016513403,0.09225903498283643,0.15046274613521168,0.15700951572822539,0.15046274613521168,504.1,1.0,9.7,29.5,3.3,116.6,0.1613376017279284,2.52,0.010902405471773312,0.010041012586621411,0.1028014553682776,0.055373420244018465,0.057597613813142025,77781.0,147.93,0.00011570949203532996,0.0019542047543744615,0.03363289235160258,0.05496200871678173,57.2,,1,0,16,0.00020570576361836438
18053.0,0.0853242971539502,0.12266396852358999,0.0887104811592194,0.08254107879502198,0.0887104811592194,0.12795091343987244,0.11790437480500578,0.12795091343987244,169.2,4.0,13.0,17.1,3.9,81.0,0.19221669497694735,2.23,0.012936787187575832,0.011404998786702257,0.09768563455471972,0.03668709051201165,0.09478888619267169,65936.0,414.07,0.00013649599611744722,0.0014711235137102644,0.04399720941519049,0.072873695704926,50.5,,0,10,15,0.00022749332686241203
18057.0,0.11221465228542168,0.17560912697210518,0.09609313936368098,0.09258820861403211,0.09609313936368098,0.13220407495535802,0.1290315251176966,0.13220407495535802,696.4,1.0,3.6,57.8,2.7,182.6,0.12379198148361337,2.67,0.01994934653393358,0.01416297570936059,0.12411008040328884,0.06813981810800822,0.05029901298449495,330086.0,394.27,2.7265621686469588e-05,0.00046048605514926414,0.041074144313906075,0.04409456929406276,51.4,-16,8,0,41,0.00012421005434947257
18059.0,0.11266949445886197,0.19377723558677293,0.10388019990382757,0.1093305916098021,0.10388019990382757,0.16691988317114378,0.17207371219761367,0.16691988317114378,228.8,1.0,6.2,30.3,3.0,132.5,0.16247331403648937,2.56,0.01558591243074747,0.01855902345745308,0.09431441631412817,0.05842752550719702,0.04121753480635486,76351.0,306.02,0.00011787664863590522,0.0008906235674712839,0.024387368862228392,0.029416772537360348,52.4,,0,1,9,0.00011787664863590522
18063.0,0.11346693890748402,0.1930176560202486,0.1002182944802801,0.10244272549896773,0.1002182944802801,0.1543304338602794,0.15910434253757044,0.1543304338602794,357.4,1.0,6.6,36.3,2.9,145.1,0.1385613948948859,2.73,0.013825602213054386,0.020208491757929214,0.10619188187462951,0.06722990976534199,0.044255100024549576,167009.0,406.91,5.3889311354477904e-05,0.0009101305917645156,0.04026729098431821,0.07441515127927237,51.7,-19,5,0,26,0.00015568023280182505
18067.0,0.12595453741314863,0.1760733451042554,0.11340671081340771,0.11855880200221317,0.11340671081340771,0.14950603751201103,0.15434680051755095,0.14950603751201103,282.4,3.0,11.1,21.2,4.1,99.4,0.19493480319549328,2.31,0.01608673481776461,0.0065561032464852,0.10447271932593546,0.05122259184615011,0.03174853701770148,82366.0,293.06,0.00010926838744142001,0.0018454216545662045,0.034553092295364594,0.07700993128232524,49.8,-19,2,0,5,6.070465968967778e-05
18081.0,0.12664060535399968,0.22317042726836295,0.10074114715497329,0.0977564410305649,0.10074114715497329,0.1557712091077427,0.15730699769105905,0.1557712091077427,435.8,1.0,8.0,31.8,2.9,125.4,0.14574491918706994,2.67,0.010753720595295247,0.015189630340854536,0.12283565370459273,0.05401824291886702,0.06911825892142742,156225.0,320.43,5.760921747479597e-05,0.0008001280204832773,0.036082573211713875,0.02422787646023364,37.8,-8,16,0,21,0.0001344215074411906
18089.0,0.10282673184547833,0.14986453357051885,0.08974507185014378,0.08524476116355739,0.08974507185014378,0.12097755241490615,0.11723958138263355,0.12097755241490615,994.1,1.0,11.9,22.1,4.9,99.2,0.1653637097423469,2.56,0.01543936863531175,0.013176827115816941,0.10374867622741846,0.05842352878031259,0.05078332242661707,484411.0,498.96,1.8579264302420878e-05,0.00031378313044088594,0.19385191500605892,0.24501095144412494,34.1,-15,9,0,54,0.00011147558581452527
18091.0,0.09005115258899106,0.13150306019487032,0.08118704134412229,0.08686395281339243,0.08118704134412229,0.11069944899610297,0.118129495655471,0.11069944899610297,186.3,3.0,11.7,17.9,4.4,93.5,0.17900679047696966,2.37,0.014235457743598134,0.014544528984519167,0.09194869417400711,0.03908842164589526,0.032852454843782665,110007.0,598.3,8.181297553792031e-05,0.0013817302535293209,0.0684047378803167,0.11561082476569673,48.2,-19,2,0,5,4.54516530766224e-05
18095.0,0.10523103912232318,0.16099404178792667,0.09613085366512138,0.09428730108530481,0.09613085366512138,0.13397822778728488,0.1321434907607493,0.13397822778728488,291.3,1.0,11.9,18.0,3.9,88.9,0.18292052668523076,2.45,0.012179788801382279,0.00985799245609028,0.09797826304949823,0.05237540592867997,0.0429185211468594,129641.0,451.92,6.942248208514282e-05,0.0011724685863268565,0.04118295909473083,0.08555163875625767,51.8,-14,7,0,38,0.0002931171465817141
18097.0,0.09535160242357495,0.15558342523744226,0.07430959688388962,0.07498155682816356,0.07430959688388962,0.1080758646592917,0.11328125350719516,0.1080758646592917,2279.6,1.0,14.3,30.4,3.5,86.9,0.12607288382372966,2.51,0.012458755381440707,0.012564551101427719,0.10982852713503095,0.05214053023557878,0.05965621628416102,954670.0,396.3,9.427341384981198e-06,0.00015921732116857133,0.10643887416594215,0.2889899127447181,36.9,-6,18,0,123,0.0001288403322614097
18105.0,0.06150936534622563,0.10264960098947976,0.06141562923283214,0.0604670858862001,0.06141562923283214,0.0973304655009291,0.09404532588371052,0.0973304655009291,349.7,3.0,7.8,45.6,3.6,87.7,0.13101955525909187,2.3,0.014075974870164787,0.0067316920438070475,0.06591476820245444,0.04177869136995719,0.2756386258908091,146917.0,394.51,6.125907825506919e-05,0.0010345977660856129,0.035019773069147886,0.036313020276754905,53.2,,0,8,9,6.125907825506919e-05
18109.0,0.10360178642738976,0.17127902333276285,0.09629247043674569,0.10068722851112043,0.09629247043674569,0.15296386396420647,0.156525309079648,0.15296386396420647,170.5,1.0,12.3,16.9,3.4,118.7,0.16934793770323464,2.66,0.013791431342346968,0.009769524787495008,0.10763591762222603,0.04742141593930059,0.04469735866278738,70116.0,403.97,8.557247989046722e-05,0.0021678361572251698,0.015887957099663414,0.0051913971133550115,52.8,,0,1,5,7.13103999087227e-05
18127.0,0.08753729495147233,0.13032031119699342,0.08808178860775087,0.08482611413139615,0.08808178860775087,0.1319643215140695,0.12453060165538225,0.1319643215140695,393.0,1.0,6.9,28.2,3.8,124.4,0.1639385827328797,2.5,0.017754165831338372,0.014788259018597356,0.09768623889996109,0.05884052501857377,0.04803235963536446,169594.0,418.15,5.3067915138507256e-05,0.0008962581223392337,0.10263334787787304,0.04238357489062113,48.5,-33,0,9,9,5.3067915138507256e-05
