FIPS,1 Month Prior Intra-Mobility,1 Month Prior Inter-Mobility,2wk Prior Intra-Mobility,2wk Onset Intra-Mobility,2wk Post Intra-Mobility,2wk Prior Inter-Mobility,2wk Onset Inter-Mobility,2wk Post Inter-Mobility,Density per square mile of land area - Population,Rural-urban_Continuum Code_2013,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,Unemployment_rate_2018,Med_HH_Income_Percent_of_State_Total_2018,Total_age65plus,Total households!!Average household size,SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school preschool,SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten,SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8),SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12),SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school,POP_ESTIMATE_2018,Area in square miles - Land area,NursingCt,HospCt,Hispanic Population,Black Population,Outbreak Month Temp AVG / F,Time from outbreak to intervention,Time from outbreak to national intervention,Time from national intervention to outbreak,Deaths,normalized_deaths
1097.0,0.16114648384023886,0.20659731609201948,0.13719595248971184,0.13458520684501143,0.13719595248971184,0.16425479551662303,0.16455051774695922,0.16425479551662303,335.9,2.0,13.8,22.9,4.7,87.4,0.16202988710765015,2.57,0.016659536877925932,0.01189587124809973,0.10426409704246696,0.054036548022148266,0.05066983760999814,413757.0,1229.44,2.175189785308768e-05,0.0003673653859632586,0.03056866711620589,0.36090990605597006,65.9,-15,8,0,39,9.425822403004662e-05
1101.0,0.11465981076236098,0.17615438693294694,0.10165559205260119,0.10364630165261801,0.10165559205260119,0.14800065302361945,0.1482743281355098,0.14800065302361945,292.5,2.0,14.4,32.1,4.0,99.5,0.15136669870616531,2.5,0.009842179630851822,0.013372430380531796,0.10317899744422249,0.05688266013474307,0.06515682374879851,225763.0,784.25,3.9864813986348516e-05,0.0006732724139916638,0.03515633651218313,0.5901277002874696,65.0,-21,0,1,6,2.6576542657565677e-05
1125.0,0.1508338820974343,0.20866096772583254,0.16688377894345965,0.16237946849546986,0.16688377894345965,0.23429936329687903,0.22558957095195034,0.23429936329687903,147.3,3.0,11.6,30.3,3.7,105.4,0.1327981772142204,2.68,0.015714825930659468,0.012344969867551254,0.09343691811345502,0.045569644489758795,0.13872893241619638,208911.0,1321.75,4.308054626132659e-05,0.0007275825590801825,0.03884429254562948,0.32072509346085176,74.2,-46,0,26,12,5.744072834843546e-05
4001.0,0.026678946384312705,0.04988960189049305,0.023431252809681558,0.026982889287603944,0.023431252809681558,0.039999920433795015,0.04427759853279915,0.039999920433795015,6.4,6.0,20.4,11.7,10.1,57.0,0.15297000751900638,3.22,0.008493692389094656,0.020440558077362222,0.1330167924475758,0.06768498148096577,0.03338995794926063,71818.0,11197.52,5.569634353504692e-05,0.00027848171767523464,0.06391155420646634,0.00570887521234231,50.3,-24,1,0,5,6.962042941880866e-05
4005.0,0.07348901675836869,0.12972945404798883,0.05701725437959637,0.05692425233355131,0.05701725437959637,0.08816993973867446,0.09105050311106866,0.08816993973867446,7.2,3.0,10.4,35.6,5.5,101.9,0.12498774973049408,2.7,0.01159925518361404,0.01465132232909124,0.09751914542119927,0.04318395004690103,0.18201800439609672,142854.0,18618.89,6.300138603049268e-05,0.0010640234085149873,0.14272613997507946,0.014623321713077687,44.2,-16,9,0,31,0.00021700477410503032
4013.0,0.11281423671793366,0.13385587688053616,0.08642193126985546,0.08563422616726489,0.08642193126985546,0.09678891226284633,0.09741045145824384,0.09678891226284633,414.9,1.0,12.6,32.0,4.1,110.4,0.1517369543649894,2.75,0.01206395902443625,0.012356421385210564,0.1081278690784307,0.05382146283778269,0.06525900829414187,4410824.0,9200.14,2.0404350751696284e-06,3.4460681269531496e-05,0.3127844139779778,0.06254364263910779,61.3,-12,13,0,69,1.5643335576300484e-05
4015.0,0.0856916521798411,0.11617179670722977,0.08693629205440229,0.08273068139209878,0.08693629205440229,0.1250823192555476,0.11653270613900547,0.1250823192555476,15.0,3.0,14.7,12.9,5.8,76.4,0.303154378429969,2.28,0.007182056788356001,0.008852302553089955,0.07691720353137677,0.030174182772607968,0.03387258410880458,209550.0,13311.08,4.2949176807444524e-05,0.0007253638749701741,0.16830827964686232,0.012927702219040802,62.0,-37,0,12,26,0.00012407539966595085
4017.0,0.0432634213538736,0.07336295376496382,0.03804479281866213,0.04217289795179248,0.03804479281866213,0.060142410896179735,0.06410107163876011,0.060142410896179735,10.8,4.0,17.2,15.8,7.8,68.8,0.18117615102539725,3.14,0.008882249083254109,0.0069899044773416635,0.13937253836751323,0.05460636515912898,0.02801394359183304,110445.0,9950.42,7.243424328851465e-05,0.0008058309565847254,0.11452759291955272,0.010086468377925664,52.6,-24,1,0,18,0.00016297704739915794
4019.0,0.09164055708446721,0.11104395112621634,0.07058688713057562,0.07001549870482082,0.07058688713057562,0.07983235331602583,0.08109680455559908,0.07983235331602583,106.7,2.0,11.7,31.9,4.5,90.4,0.19753665045670515,2.51,0.01107525650267113,0.009525798476141715,0.09735119669166652,0.04908317317455078,0.08341088643435061,1039073.0,9187.04,8.661566607928413e-06,0.0001462842360450132,0.3755106715312591,0.04162556432512441,58.7,-12,13,0,29,2.7909492403324888e-05
4021.0,0.06897250641061282,0.11032458499549198,0.06628522482352853,0.06545278766606416,0.06628522482352853,0.10826363609061565,0.10414905465426781,0.10826363609061565,70.0,1.0,14.6,19.0,5.0,99.6,0.2038050892565606,2.84,0.01040618332595306,0.013959896049989042,0.10280047770486964,0.06056743108391593,0.042228573728915905,447138.0,5365.61,2.0128014170121976e-05,0.0003399397948731711,0.3042595350876016,0.0519347494509525,68.4,-34,0,9,19,4.249247435914639e-05
4025.0,0.07504376671463622,0.09622014457332766,0.0812616883144875,0.07926994102654562,0.0812616883144875,0.10914984503842788,0.10447020876861414,0.10914984503842788,26.0,3.0,9.7,25.2,4.5,82.5,0.31586297862435503,2.25,0.008000241386593561,0.00863388119469122,0.07666179583004659,0.0366390365226537,0.04704883336997237,231993.0,8123.5,3.879427396516274e-05,0.0006551921825227485,0.14675442793532564,0.008750264016586707,58.7,-52,0,27,6,2.5862849310108496e-05
4027.0,0.05589334202530029,0.07045516992435841,0.05803672445747048,0.056765591664331906,0.05803672445747048,0.07467863069198126,0.07104201236988988,0.07467863069198126,35.5,3.0,27.9,14.8,17.0,74.7,0.1877545632825464,2.76,0.014576104993211646,0.017329159752602203,0.10785469150701463,0.05890311510031679,0.057182455875697695,212128.0,5513.99,4.242721375773118e-05,0.00071654849901946,0.6431258485442751,0.02692713833157339,72.8,-55,0,30,15,7.071202292955197e-05
5045.0,0.15565826734520538,0.22672421884479033,0.1703953106650089,0.16806712589367256,0.1703953106650089,0.2579483358171883,0.24751042188905742,0.2579483358171883,174.8,2.0,8.7,30.0,3.3,114.4,0.12484976683813279,2.74,0.011257471595916863,0.012507411502652116,0.10158966716343766,0.04091950707498037,0.11307949938304249,124806.0,647.88,7.21119176962646e-05,0.0011698155537394036,0.041384228322356297,0.12170889220069547,70.5,,0,34,3,2.4037305898754868e-05
