,FIPS,2wk Prior Intra-Mobility,2wk Onset Intra-Mobility,2wk Prior Inter-Mobility,2wk Onset Inter-Mobility,Density per square mile of land area - Population,Rural-urban_Continuum Code_2013,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,Unemployment_rate_2018,Med_HH_Income_Percent_of_State_Total_2018,Jan Temp AVG / F,Feb Temp AVG / F,Mar Temp AVG / F,Apr Temp AVG / F,May Temp AVG / F,Jun Temp AVG / F,Jul Temp AVG / F,Aug Temp AVG / F,Sep Temp AVG / F,Oct Temp AVG / F,Nov Temp AVG / F,Dec Temp AVG / F,Total_age65plus,Total households!!Average household size,SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school preschool,SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten,SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8),SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12),SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school,POP_ESTIMATE_2018,Area in square miles - Land area,HospCt,Beds,NursingCt,Hispanic Population,Black Population,Deaths,Outbreak_date
61,6055,6108.0,6332.857142857143,9150.714285714286,9355.142857142857,182.4,3.0,14.9,34.9,2.9,113.8,49.8,44.8,51.5,60.1,60.1,71.3,72.8,74.9,69.7,62.1,54.9,48.6,26665.0,2.87,2481.0,1518.0,13238.0,7638.0,11378.0,139417,748.36,1.0,362,9.0,48101.0,3436.0,3,2020-05-11
62,6059,201273.0,195911.1428571429,246433.0,242387.7142857143,3807.7,1.0,14.9,39.9,2.9,118.8,56.9,51.1,57.9,62.6,61.0,67.7,73.1,74.3,73.5,69.6,62.6,55.7,470387.0,3.02,50229.0,38393.0,306765.0,176024.0,282372.0,3185968,790.57,1.0,7413,9.0,1088251.0,67789.0,28,2020-03-27
63,6061,30406.714285714286,30485.0,41810.57142857143,42498.57142857143,247.6,1.0,5.4,38.6,3.2,118.5,42.1,34.5,42.5,52.4,53.5,66.4,70.4,71.7,62.5,54.3,49.7,40.7,76906.0,2.68,6996.0,5537.0,38771.0,22228.0,24025.0,393149,1407.01,1.0,732,9.0,56026.0,7374.0,8,2020-04-05
64,6065,160868.14285714287,223581.7142857143,210400.7142857143,297096.14285714284,303.8,1.0,18.3,21.8,4.4,88.8,52.7,48.8,58.7,67.7,67.1,80.6,86.7,87.6,79.9,68.6,60.8,51.7,353122.0,3.31,31016.0,32762.0,275096.0,152921.0,182926.0,2450758,7206.48,1.0,3761,9.0,1214445.0,177121.0,28,2020-03-17
65,6067,98120.28571428572,131622.42857142858,126860.71428571428,176049.0,1470.8,1.0,12.6,30.4,3.8,92.3,50.6,47.5,54.3,63.3,63.5,75.4,77.4,78.8,72.4,63.6,56.7,50.2,217601.0,2.79,24550.0,20634.0,157760.0,85181.0,113176.0,1540975,964.64,1.0,3000,9.0,361318.0,167528.0,33,2020-03-19
66,6071,140221.2857142857,135908.57142857142,187078.85714285716,185395.0,101.5,1.0,20.5,20.3,4.0,84.1,49.0,45.3,55.6,66.4,65.8,81.7,87.1,87.6,78.2,65.2,57.2,46.8,251361.0,3.33,30299.0,31744.0,251164.0,135547.0,167281.0,2171603,20056.94,1.0,3940,9.0,1171925.0,204553.0,47,2020-03-27
67,6073,193352.42857142855,198319.7142857143,216939.7142857143,224411.1428571429,735.8,1.0,12.9,38.1,3.3,104.7,52.5,47.4,54.6,61.4,59.4,70.3,76.2,77.6,72.4,65.4,59.3,51.7,469454.0,2.87,50392.0,42532.0,307988.0,170226.0,287987.0,3343364,4206.63,1.0,6217,9.0,1135348.0,184779.0,60,2020-03-26
68,6075,25393.142857142862,24844.285714285717,38160.142857142855,38127.57142857143,17179.2,1.0,11.5,57.1,2.4,147.0,53.0,48.5,53.5,57.7,56.6,62.9,62.5,65.9,66.1,62.0,56.3,52.0,138249.0,2.38,16251.0,5273.0,45822.0,24522.0,74156.0,883305,46.87,1.0,4215,9.0,134664.0,49184.0,20,2020-03-27
69,6077,42747.71428571428,43847.0,57551.0,59725.0,492.6,2.0,21.1,18.4,6.0,84.5,50.9,47.6,54.5,63.6,62.7,75.0,77.1,78.4,72.2,63.7,56.6,50.4,95916.0,3.17,13971.0,11233.0,92414.0,49220.0,43928.0,752660,1391.32,1.0,1205,9.0,315571.0,62512.0,17,2020-03-25
70,6081,31835.142857142862,32117.714285714286,45014.714285714275,45957.285714285725,1602.2,1.0,10.8,49.9,2.2,163.4,52.3,47.5,52.4,57.4,57.2,63.9,64.4,67.2,66.2,61.0,54.7,51.6,123921.0,2.93,13399.0,9767.0,69720.0,35146.0,54037.0,769545,448.41,1.0,1781,9.0,187110.0,21123.0,21,2020-03-25
71,6083,18703.14285714286,18221.714285714286,23682.142857142862,22869.714285714286,155.0,2.0,19.0,33.8,3.9,100.5,51.6,45.6,51.8,57.8,57.2,65.7,68.9,70.0,69.0,61.7,56.1,50.7,68465.0,2.92,6546.0,4956.0,43802.0,22312.0,58181.0,446527,2735.09,1.0,966,9.0,204686.0,10857.0,10,2020-04-17
72,6085,84861.0,136110.7142857143,108087.28571428572,176260.2857142857,1381.0,1.0,11.9,51.3,2.6,167.4,49.9,44.8,50.7,58.5,57.9,68.1,70.2,72.4,69.9,61.8,55.4,48.2,261131.0,2.95,32784.0,24101.0,186560.0,100918.0,165145.0,1937570,1290.1,1.0,3760,9.0,490505.0,54961.0,43,2020-03-17
73,6089,14769.857142857143,14852.571428571431,17657.14285714286,17766.285714285714,46.9,3.0,9.2,22.2,4.9,71.6,43.2,36.2,44.1,54.8,57.6,69.6,73.4,74.2,65.0,54.5,50.6,40.3,37553.0,2.59,2594.0,1787.0,17604.0,8583.0,10653.0,180040,3775.4,1.0,732,9.0,18561.0,2165.0,4,2020-04-06
74,6095,26860.571428571428,25743.0,36206.71428571428,34095.71428571428,503.0,2.0,12.0,26.2,3.9,110.0,50.6,47.2,53.9,62.4,61.7,72.7,73.3,75.6,71.2,63.4,56.0,49.7,70430.0,2.86,7009.0,5273.0,43367.0,25378.0,26174.0,446610,821.76,1.0,672,9.0,119970.0,66167.0,11,2020-04-22
75,6097,25486.714285714286,23670.857142857138,30308.857142857138,28163.857142857138,307.1,2.0,12.0,34.9,2.7,107.6,50.5,44.9,50.4,57.6,56.5,65.2,67.1,69.8,66.7,61.0,54.3,49.5,98714.0,2.62,6668.0,5508.0,45267.0,23881.0,33154.0,499942,1575.85,1.0,1861,9.0,135779.0,10269.0,4,2020-05-04
76,6099,36701.857142857145,36741.71428571428,46340.428571428565,45891.428571428565,344.2,2.0,21.7,16.9,6.4,79.2,50.1,46.9,53.6,63.1,62.4,75.0,77.6,78.6,72.3,63.0,56.2,49.2,72319.0,3.11,6215.0,7694.0,68879.0,33178.0,40525.0,549815,1494.83,1.0,1303,9.0,258334.0,19001.0,17,2020-04-15
77,6107,27417.714285714286,27655.42857142857,32769.57142857143,33712.42857142857,91.7,2.0,30.2,14.3,9.6,64.8,41.6,36.6,43.9,53.4,52.8,67.5,71.6,72.4,64.6,54.1,48.7,40.5,53292.0,3.31,5617.0,7180.0,66675.0,33265.0,30709.0,465861,4824.21,1.0,2086,9.0,303657.0,10228.0,32,2020-04-04
78,6111,50190.857142857145,47583.571428571435,60591.42857142857,58229.714285714275,446.7,2.0,15.6,33.1,3.8,111.9,49.4,43.0,49.9,56.4,54.9,65.6,70.2,71.4,68.0,60.5,55.0,47.8,132387.0,3.08,13884.0,12415.0,83357.0,48344.0,61392.0,850967,1843.13,1.0,1573,9.0,366098.0,20232.0,13,2020-03-28
79,6113,10415.285714285714,10956.285714285714,16617.285714285714,17188.85714285714,197.9,1.0,13.6,41.6,4.2,90.1,50.0,46.4,53.2,62.8,63.5,75.5,76.6,78.4,71.9,63.2,55.9,49.3,27535.0,2.85,4137.0,2301.0,20853.0,11950.0,44168.0,220408,1014.69,1.0,156,9.0,70262.0,6596.0,16,2020-04-10
80,8001,35348.0,31301.42857142857,56174.142857142855,51393.0,378.2,1.0,17.0,23.6,3.5,97.6,28.9,26.5,34.6,48.5,51.1,65.0,74.8,74.1,67.9,43.2,35.5,31.9,53587.0,3.02,9727.0,6495.0,63568.0,30479.0,24038.0,511868,1167.65,1.0,201,9.0,207045.0,20171.0,50,2020-04-02
81,8005,40655.71428571428,40156.142857142855,62187.714285714275,65113.714285714275,716.7,1.0,7.6,42.2,3.2,106.6,28.7,26.7,34.2,47.6,50.0,63.9,73.7,73.2,67.3,42.8,35.3,32.3,85065.0,2.67,11340.0,8923.0,65997.0,36607.0,35279.0,651215,798.1,1.0,856,9.0,126911.0,74075.0,62,2020-03-28
82,8013,14872.571428571431,14653.428571428569,21813.0,21700.14285714286,405.6,2.0,4.9,60.8,2.8,116.2,28.6,26.3,32.4,44.0,45.6,58.2,66.6,65.9,60.7,39.2,35.3,29.8,46486.0,2.44,4875.0,2835.0,30154.0,16489.0,42214.0,326078,726.29,1.0,450,9.0,45370.0,3820.0,30,2020-04-05
83,8014,4002.571428571429,3921.857142857143,7778.142857142857,7126.714285714284,1691.9,1.0,3.2,55.5,2.9,134.7,32.7,29.7,37.2,49.9,51.6,65.7,74.4,73.8,67.6,44.5,38.4,34.2,9592.0,2.42,1492.0,828.0,7138.0,4149.0,4693.0,69267,33.03,1.0,92,4.0,8731.0,1049.0,20,2020-04-23
84,8015,917.7142857142856,1017.0,1210.4285714285713,1374.571428571429,17.6,7.0,7.1,33.5,2.7,78.1,18.4,18.8,27.5,37.7,39.1,51.6,59.3,58.6,54.4,34.9,29.9,19.3,5084.0,,,,,,,20027,1013.4,0.0,0,2.0,2028.0,348.0,15,2020-04-10
85,8031,27297.857142857138,29188.0,53031.0,59252.42857142857,3922.6,1.0,12.9,47.9,3.2,94.6,31.7,29.0,36.3,49.5,51.2,65.6,74.8,74.2,68.2,44.3,37.5,34.1,84216.0,2.26,10275.0,9254.0,58671.0,27783.0,49829.0,716492,153.0,1.0,1865,9.0,212562.0,70404.0,61,2020-03-25
86,8035,29539.0,28005.714285714286,40539.57142857143,38604.57142857143,339.7,1.0,2.0,57.9,2.9,167.7,29.3,28.6,33.7,44.7,46.6,60.4,69.3,68.9,63.9,41.3,35.6,31.8,40935.0,2.73,7708.0,4145.0,41092.0,24110.0,16501.0,342776,840.25,1.0,184,9.0,30763.0,5274.0,19,2020-04-04
87,8037,2438.142857142857,2205.8571428571427,3478.714285714286,3417.0,31.0,5.0,10.7,48.1,2.7,120.8,20.8,20.7,29.2,39.5,41.3,52.9,61.5,61.3,55.6,35.0,31.3,21.0,6356.0,,,,,,,54993,1684.53,1.0,58,2.0,16401.0,859.0,7,2020-03-30
88,8041,60299.57142857143,72877.42857142858,72004.28571428571,89851.0,292.6,2.0,6.3,37.9,3.9,94.4,30.7,29.6,35.0,47.1,49.2,62.3,71.1,70.9,66.3,41.7,35.7,32.4,91063.0,2.67,12092.0,9143.0,77063.0,36413.0,61043.0,713856,2126.8,1.0,632,9.0,124622.0,49474.0,30,2020-03-19
89,8051,516.7142857142857,576.0,718.2857142857142,789.1428571428571,4.7,7.0,2.8,55.3,2.6,85.2,17.0,17.6,27.9,38.0,40.9,52.7,60.2,59.6,54.3,35.5,30.0,18.1,2236.0,,,,,,,17246,3239.1,0.0,0,2.0,1613.0,123.0,5,2020-04-11
90,8059,33191.857142857145,34180.57142857143,49615.714285714275,53752.285714285725,699.5,1.0,5.6,44.1,3.0,118.9,29.2,27.9,33.1,44.3,45.7,59.3,68.1,67.6,62.6,40.8,35.7,31.3,95477.0,2.45,9452.0,6284.0,51098.0,27016.0,32380.0,580233,764.21,1.0,542,9.0,89889.0,8173.0,35,2020-03-27
91,8063,698.7142857142858,636.1428571428571,1349.857142857143,1195.857142857143,3.8,7.0,11.5,18.9,2.0,67.2,31.5,26.4,36.3,50.5,53.8,67.0,76.0,74.5,70.1,45.6,38.3,34.8,1385.0,,,,,,,7163,2160.82,0.0,0,4.0,1360.0,58.0,3,2020-05-15
92,8069,24083.142857142862,23565.714285714286,32062.285714285717,32863.0,115.4,2.0,4.2,46.3,2.8,99.1,26.5,24.0,29.2,41.2,43.1,55.5,64.7,63.8,58.1,37.0,32.9,26.7,54938.0,2.44,5753.0,2765.0,30700.0,16737.0,40839.0,350518,2596.0,1.0,505,9.0,40855.0,4034.0,12,2020-03-28
93,8075,2470.142857142857,2438.5714285714284,3477.857142857143,3371.5714285714284,12.4,7.0,10.5,20.5,2.9,73.9,30.3,23.2,33.8,49.5,51.6,66.0,74.9,72.7,67.6,43.2,36.1,32.4,3824.0,,,,,,,21528,1838.55,1.0,25,7.0,3518.0,824.0,4,2020-05-12
94,8083,1460.571428571429,1477.571428571429,2149.5714285714284,2067.1428571428573,12.6,6.0,10.5,28.6,4.7,69.7,27.1,28.4,40.1,49.0,50.2,64.0,71.8,71.0,64.1,45.4,38.9,29.9,5785.0,,,,,,,26158,2029.53,0.0,0,8.0,3327.0,134.0,3,2020-05-11
95,8085,2465.285714285714,2634.285714285714,3187.142857142857,3392.4285714285716,18.4,4.0,11.2,23.9,3.7,73.1,26.2,27.6,38.2,48.2,49.9,63.1,71.5,71.2,64.4,43.6,37.6,28.3,9836.0,,,,,,,42214,2240.7,1.0,69,6.0,8741.0,307.0,11,2020-04-08
96,8087,2633.0,2532.0,3969.285714285714,3674.4285714285716,22.0,6.0,19.9,17.6,2.9,77.0,28.8,24.4,34.8,49.5,52.3,66.3,75.8,73.8,68.2,42.8,35.4,30.8,4422.0,,,,,,,28558,1280.43,1.0,50,8.0,10373.0,1072.0,22,2020-04-20
97,8101,12141.285714285714,13229.571428571431,14438.428571428569,15740.142857142857,66.7,3.0,10.6,22.0,4.9,67.1,33.4,33.5,40.1,52.4,54.8,67.8,76.3,75.8,71.5,46.9,39.5,35.0,30988.0,2.52,3156.0,1631.0,16305.0,10575.0,9316.0,167529,2386.1,1.0,778,9.0,72189.0,4324.0,10,2020-04-11
98,8107,1246.142857142857,1215.857142857143,1742.428571428571,1645.0,10.0,7.0,3.2,50.4,2.7,112.6,20.2,20.5,28.1,40.1,43.1,53.5,62.5,61.8,55.4,33.9,31.4,21.5,3974.0,,,,,,,25733,2362.03,1.0,98,3.0,1808.0,237.0,6,2020-04-24
99,8123,23505.714285714286,24277.0,35165.42857142857,37034.71428571428,63.4,2.0,11.9,26.7,3.0,105.1,29.3,25.6,33.6,48.2,50.5,64.8,73.1,72.0,65.7,42.4,35.2,30.2,38224.0,2.85,5849.0,5185.0,37477.0,16212.0,18674.0,314305,3987.24,1.0,300,9.0,93183.0,4868.0,57,2020-03-25
100,9001,51408.285714285725,66951.57142857142,67453.42857142858,91568.28571428572,1467.2,2.0,10.1,47.4,4.0,119.4,28.6,32.2,36.9,50.8,58.9,67.8,76.3,71.9,65.4,55.8,39.4,33.8,149918.0,2.68,16833.0,11259.0,98907.0,56847.0,64295.0,943823,624.89,1.0,2066,9.0,190436.0,120100.0,178,2020-03-19
101,9003,59166.285714285725,53935.428571428565,75072.71428571429,70218.0,1216.2,1.0,10.5,37.8,4.2,95.6,26.6,30.2,35.3,49.4,58.1,67.2,75.9,71.2,63.4,53.7,38.1,31.1,152874.0,2.5,13160.0,9951.0,84161.0,49153.0,58365.0,892697,735.1,1.0,2233,9.0,164732.0,139802.0,369,2020-03-30
102,9005,11444.142857142857,10626.0,15985.857142857143,15262.285714285714,206.3,4.0,7.4,35.1,3.8,99.9,24.2,27.3,32.6,47.2,55.7,64.6,73.1,68.6,61.0,51.5,35.4,28.7,38502.0,2.42,1655.0,2039.0,15253.0,9248.0,9105.0,181111,920.56,1.0,272,9.0,12180.0,4124.0,69,2020-04-03
103,9007,10507.285714285714,9642.0,15236.714285714286,14425.571428571431,448.6,1.0,5.8,41.5,3.5,116.2,29.0,31.4,36.1,49.7,57.6,67.3,75.4,71.6,64.4,54.8,39.4,33.0,33067.0,2.34,2685.0,1548.0,13564.0,7181.0,12200.0,162682,369.3,1.0,215,9.0,10462.0,8939.0,57,2020-04-02
104,9009,53299.0,53398.0,69262.42857142858,71221.28571428571,1426.7,2.0,9.9,34.9,4.4,88.7,29.0,31.1,36.2,50.0,58.1,67.7,76.0,72.1,65.0,55.2,39.1,32.8,148886.0,2.47,11542.0,9101.0,77903.0,46866.0,67191.0,857620,604.51,1.0,2980,9.0,159804.0,128295.0,229,2020-03-27
105,9011,18377.0,17221.0,22863.285714285717,22221.142857142862,412.2,2.0,8.1,33.3,4.0,88.8,29.3,31.7,36.2,49.5,56.7,66.8,74.7,71.1,63.7,54.5,40.1,34.0,48611.0,2.35,4774.0,2679.0,22250.0,14827.0,16667.0,266784,664.88,1.0,465,9.0,29186.0,18613.0,23,2020-04-03
106,9013,7580.142857142857,7746.0,12810.285714285714,13457.857142857143,372.2,1.0,5.4,41.2,3.6,117.3,26.6,29.9,34.5,48.8,56.5,66.2,74.3,70.0,62.4,52.7,38.0,30.9,23845.0,2.44,1311.0,1375.0,12391.0,6316.0,25415.0,150921,410.21,1.0,174,9.0,8633.0,5682.0,18,2020-03-24
107,9015,7846.142857142857,7641.857142857143,11441.142857142857,10918.142857142857,230.9,2.0,11.4,24.1,4.5,85.4,27.1,29.9,34.4,48.7,55.8,66.2,73.9,70.0,62.2,52.6,38.4,31.6,19418.0,2.5,1301.0,1190.0,10558.0,5547.0,10808.0,117027,512.91,1.0,234,9.0,14376.0,3743.0,9,2020-04-22
108,10001,15621.428571428569,14288.285714285714,20618.571428571428,19435.285714285714,276.9,3.0,12.9,23.6,4.1,84.0,34.7,37.7,43.0,58.5,66.7,73.6,79.7,76.3,71.6,61.0,43.0,39.4,30483.0,2.55,2115.0,1770.0,19221.0,8253.0,12935.0,178550,586.18,1.0,236,9.0,13193.0,47806.0,10,2020-03-29
109,10003,40470.0,35638.857142857145,50821.0,46851.0,1263.2,1.0,8.5,35.9,3.7,106.3,32.8,35.9,41.6,57.8,65.9,72.9,79.3,76.3,71.6,60.4,42.3,38.1,87028.0,2.63,8991.0,6123.0,55047.0,28874.0,38306.0,559335,426.29,1.0,1578,9.0,57481.0,146038.0,38,2020-04-01
110,10005,18850.0,16303.571428571431,24558.571428571428,22559.857142857138,210.6,2.0,12.3,26.5,3.7,91.4,36.8,40.5,44.2,59.2,67.6,74.5,80.2,76.8,71.9,62.5,44.7,41.3,63575.0,2.42,2257.0,1645.0,20947.0,8745.0,8270.0,229286,936.08,1.0,476,9.0,21300.0,28226.0,36,2020-04-01
111,11001,22098.571428571428,22594.142857142862,43104.142857142855,45138.428571428565,9856.5,1.0,9.4,57.6,5.6,100.0,,,,,,,,,,,,,85303.0,2.31,14729.0,8633.0,52214.0,25249.0,72478.0,702455,61.05,1.0,3180,9.0,79249.0,326181.0,81,2020-03-26
112,12001,21248.285714285714,20541.285714285714,31339.0,30897.857142857138,282.7,2.0,7.6,42.5,3.3,92.0,55.8,65.2,63.6,69.3,78.8,81.8,81.7,81.9,80.8,75.9,60.7,60.8,37836.0,2.61,3969.0,1877.0,21197.0,9293.0,58393.0,269956,875.02,1.0,1378,9.0,27741.0,55575.0,7,2020-04-30
113,12003,3008.714285714286,3054.4285714285716,4752.428571428572,4630.714285714285,46.3,1.0,15.5,13.4,3.4,95.3,54.1,62.8,61.6,68.0,77.5,81.0,81.8,82.1,79.8,74.1,58.3,58.4,4015.0,,,,,,,28355,585.23,1.0,25,3.0,756.0,3972.0,3,2020-04-17
114,12005,23519.571428571428,22270.857142857138,33765.28571428572,30163.285714285717,222.6,3.0,9.7,22.8,4.0,93.4,54.1,63.9,61.8,67.2,77.8,82.5,83.0,82.5,82.3,75.0,58.1,60.0,31678.0,2.48,3329.0,2696.0,17587.0,8610.0,9179.0,185287,758.46,1.0,561,9.0,12426.0,21641.0,3,2020-04-29
115,12009,60894.0,67485.85714285714,70238.0,77480.42857142858,535.0,2.0,8.0,29.3,3.5,103.9,61.2,69.0,67.2,72.8,78.2,81.8,83.0,82.6,81.7,79.5,68.7,66.8,141345.0,2.61,10333.0,6036.0,49850.0,27154.0,30771.0,596849,1015.66,1.0,1466,9.0,63961.0,64016.0,8,2020-04-12
116,12011,155213.85714285713,191831.0,201101.0,262147.71428571426,1444.9,1.0,11.2,31.9,3.4,103.2,66.5,73.8,72.5,76.2,80.2,83.4,84.0,83.8,83.6,81.8,73.4,71.2,324313.0,2.78,31625.0,21451.0,188079.0,99005.0,132555.0,1951260,1209.79,1.0,5721,9.0,593733.0,587182.0,76,2020-03-21
117,12013,1035.142857142857,1036.857142857143,2280.142857142857,2142.714285714286,25.8,6.0,21.9,9.9,4.1,69.1,52.8,62.9,61.2,66.9,77.6,82.0,82.3,82.2,82.0,74.1,57.5,58.3,2631.0,,,,,,,14587,567.33,1.0,25,4.0,838.0,1927.0,5,2020-05-22
118,12015,16408.571428571428,17937.571428571428,23931.571428571428,25995.0,235.2,3.0,9.7,23.2,4.0,95.1,62.0,71.7,69.1,74.4,80.1,83.2,83.4,83.5,82.6,81.1,70.7,68.0,74394.0,2.42,1057.0,1141.0,9211.0,6146.0,6231.0,184998,680.28,1.0,771,9.0,13712.0,11100.0,22,2020-04-10
119,12017,14867.857142857143,15904.142857142857,19980.285714285714,21218.14285714286,242.8,3.0,11.9,17.6,5.2,75.0,56.2,66.9,65.1,69.9,79.3,82.4,82.6,83.1,81.7,78.3,64.9,63.2,53705.0,2.34,1497.0,711.0,10038.0,6393.0,4281.0,147929,581.7,1.0,332,9.0,8799.0,4656.0,11,2020-04-09
120,12019,25053.714285714286,25304.285714285717,37583.0,39243.857142857145,315.8,1.0,8.9,24.1,3.3,113.4,56.5,65.2,63.9,70.1,79.0,82.3,82.5,82.4,81.0,76.0,61.8,61.7,34104.0,2.83,3093.0,3761.0,23573.0,11518.0,12934.0,216072,604.36,1.0,336,9.0,22335.0,26623.0,9,2020-03-26
121,12021,29709.857142857138,31384.571428571428,39054.857142857145,41104.857142857145,160.9,2.0,13.6,36.2,3.4,127.4,64.3,73.1,71.4,75.2,80.0,82.8,83.5,83.7,82.7,81.5,72.4,70.2,121935.0,2.6,2790.0,2437.0,31282.0,15802.0,13467.0,378488,1998.32,1.0,964,9.0,106743.0,28052.0,16,2020-04-07
122,12027,2622.142857142857,2761.0,4375.0,4545.285714285715,54.7,6.0,27.3,11.4,3.8,67.2,61.2,71.0,68.2,73.9,79.5,82.7,82.8,82.6,81.6,80.0,69.4,66.8,8317.0,,,,,,,37489,637.06,1.0,49,5.0,11950.0,4731.0,4,2020-04-07
123,12031,91078.14285714287,96449.0,121955.28571428572,130886.57142857145,1133.9,1.0,10.5,29.2,3.6,100.5,55.7,64.3,63.0,69.4,78.7,82.4,82.4,82.7,81.2,75.8,61.2,61.0,133483.0,2.53,12719.0,13528.0,93850.0,43282.0,61375.0,950181,762.19,1.0,3431,9.0,96316.0,290505.0,14,2020-03-25
124,12033,36665.0,38516.0,47662.571428571435,49814.571428571435,453.4,2.0,9.2,26.4,3.5,91.4,52.3,62.2,59.7,65.9,76.4,81.3,82.6,82.4,82.2,72.9,56.7,56.8,53148.0,2.51,4531.0,4490.0,28354.0,15712.0,23108.0,315534,656.46,1.0,1007,9.0,18363.0,73229.0,11,2020-04-09
125,12035,12119.428571428569,11263.0,17361.85714285714,16094.428571428569,197.1,2.0,8.0,24.4,4.0,106.4,58.7,67.1,65.6,71.5,78.7,82.3,82.9,82.8,81.2,78.1,65.1,64.0,34428.0,2.7,2224.0,1294.0,8088.0,5727.0,4987.0,112067,485.46,1.0,99,9.0,11815.0,12035.0,4,2020-05-02
126,12051,2927.714285714286,2819.5714285714284,5255.428571428572,5129.0,34.0,4.0,34.3,8.2,6.1,80.1,63.3,72.3,70.5,74.7,79.5,82.4,83.3,83.2,82.3,80.8,71.4,69.4,5712.0,,,,,,,41556,1152.75,1.0,25,3.0,22566.0,5010.0,12,2020-04-29
127,12053,18876.571428571428,18105.714285714286,26853.857142857138,25144.42857142857,365.6,1.0,12.6,17.5,4.5,82.8,57.4,68.4,66.2,71.6,79.7,82.5,82.6,83.2,82.0,78.9,66.2,64.6,52412.0,2.48,1971.0,2106.0,15697.0,8880.0,7258.0,190865,472.54,1.0,474,9.0,27069.0,11411.0,5,2020-04-18
128,12055,10236.857142857143,10950.857142857143,13606.285714285714,14330.571428571431,97.2,3.0,15.3,17.0,4.8,72.1,61.1,70.9,68.0,74.0,79.7,82.7,83.1,82.7,82.0,80.3,69.3,67.0,37222.0,2.55,870.0,556.0,8303.0,4114.0,3091.0,105424,1016.61,1.0,323,9.0,21939.0,11064.0,7,2020-04-08
129,12057,138124.0,127917.57142857145,176230.2857142857,172028.2857142857,1204.9,1.0,11.6,32.7,3.4,105.3,60.0,69.9,68.0,73.6,80.5,83.1,82.9,83.3,82.5,80.0,68.2,66.4,205315.0,2.62,23155.0,16389.0,144076.0,72525.0,103488.0,1436888,1020.21,1.0,3968,9.0,420114.0,256401.0,20,2020-03-31
130,12061,14822.857142857143,13411.142857142857,19639.14285714286,17309.714285714286,274.5,3.0,11.3,28.3,4.3,105.0,61.8,69.8,67.9,73.0,77.8,82.1,82.9,82.8,81.9,79.9,69.4,67.3,52019.0,2.7,2637.0,1001.0,11990.0,5258.0,7043.0,157413,502.87,1.0,486,9.0,19963.0,14926.0,8,2020-04-19
131,12065,939.8571428571428,955.5714285714287,2250.0,2218.8571428571427,24.7,2.0,17.9,22.0,3.7,83.6,52.8,62.9,60.8,67.5,77.7,81.0,81.8,82.2,81.4,74.2,58.5,57.5,3362.0,,,,,,,14288,598.1,0.0,0,2.0,551.0,4902.0,4,2020-05-23
132,12069,35398.57142857143,37965.71428571428,50213.714285714275,53539.857142857145,316.6,1.0,10.7,22.7,3.5,94.6,58.8,68.1,66.8,72.1,79.3,82.8,82.7,83.1,81.4,78.6,66.4,64.7,95109.0,2.59,3837.0,5240.0,31156.0,17185.0,14982.0,356495,938.38,1.0,851,9.0,57208.0,40389.0,13,2020-04-11
133,12071,76122.85714285714,83039.14285714286,99102.28571428572,112298.71428571428,788.7,2.0,12.0,27.8,3.4,101.6,63.0,72.3,70.2,74.8,80.1,82.8,83.3,83.5,82.8,81.5,71.6,69.2,215894.0,2.65,7785.0,8707.0,58028.0,34511.0,35173.0,754610,784.51,1.0,2066,9.0,165233.0,68511.0,22,2020-03-25
134,12073,25148.857142857138,24801.571428571428,34988.857142857145,34863.857142857145,413.1,2.0,6.4,45.7,3.3,92.1,52.3,63.0,60.8,67.1,78.1,81.2,82.0,82.5,82.1,74.4,58.2,57.4,39155.0,2.45,5749.0,3602.0,24431.0,13262.0,55616.0,292502,666.85,1.0,1086,9.0,19247.0,92629.0,6,2020-04-27
135,12079,1537.142857142857,1488.0,2954.714285714286,2808.5714285714284,27.6,6.0,19.3,13.8,3.9,69.0,53.1,62.6,60.6,67.4,77.2,80.5,81.2,81.7,80.2,74.2,58.0,57.4,3798.0,,,,,,,18529,695.95,1.0,25,9.0,1040.0,7001.0,3,2020-05-05
136,12081,38842.57142857143,36966.57142857143,51469.571428571435,52096.857142857145,434.5,2.0,10.8,29.3,3.4,107.5,60.5,69.8,67.8,73.4,79.7,82.8,82.5,83.0,82.1,80.1,69.1,66.4,108173.0,2.59,5268.0,2295.0,34719.0,16319.0,16242.0,394855,742.93,1.0,709,9.0,66076.0,36105.0,39,2020-04-02
137,12083,33602.57142857143,36639.42857142857,44241.0,48131.857142857145,209.1,2.0,12.7,19.4,4.3,80.3,56.9,66.7,65.3,70.4,78.9,82.2,82.2,82.4,80.9,77.5,63.6,62.7,104178.0,2.44,3625.0,4431.0,27455.0,19327.0,13721.0,359977,1584.55,1.0,737,9.0,49093.0,48500.0,5,2020-04-12
