fips,state,county,state_fips,county_fips,rucc,state_abb,metro_area,metro_state_county,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23
17111,Illinois,McHenry County,17,111,1,IL,17111,"17111, McHenry County, IL",0.5248454500380245,4.059561280212477,0.044395869415397346,-0.5030430938765356,0.12699217005686103,-0.3764431422350592,0.19210540039628743,-0.6821438208138595,0.1908412734257101,-0.17409478028135283,0.5328890137706674,0.214369530281943,0.6605231740576993,-0.06125966075576957,-0.01626388085123761,-0.6314387568476874,-0.6594778859987496,0.005305124452113015,0.4385173355762574,0.06307802371842117,-0.009645081611496907,0.001365181386721107,2.63504496000877e-15
17197,Illinois,Will County,17,197,1,IL,17197,"17197, Will County, IL",-1.00797048611971,3.143415181388736,-0.14415753643664936,-1.2652456930597813,-0.6602317720128703,-0.8557145360179212,-0.4746136238845926,-0.7034971997113659,0.2548043343932959,0.08240664576274324,-0.4576918895535026,0.7291147983149647,0.34060417935843507,-0.9973982912667495,-0.48357753881843973,0.03592349140553424,0.25582786204280283,-0.2765618726545789,-0.26323014777296,0.0820389541614637,0.0906606776780171,-0.06623270936549572,3.084338340286763e-15
18089,Indiana,Lake County,18,089,1,IN,18089,"18089, Lake County, IN",-5.157801146261167,0.024032846475433703,-2.218697198375266,-1.0026496863170564,-1.1184920646504737,-1.381699932503247,0.9793332900079027,0.32843281604237184,0.42794089819997033,0.3943864172512177,0.978774189930328,0.3566765593858879,0.41476285621696557,0.5972355591157232,0.2240695388460822,0.7120810670101491,0.06549812121891758,-0.17591123727868546,0.06128748153144241,0.09978333476119562,-0.04255522224133915,-0.07038829502088706,2.8484159475539172e-15
22051,Louisiana,Jefferson Parish,22,051,1,LA,22051,"22051, Jefferson Parish, LA",-3.4817281129301425,-1.4974611479185327,-0.701730929887863,1.7204680009285964,1.2900711573507113,1.1884216743819793,2.4049561248021623,-0.7388361799015365,0.34687537970590504,1.1505807897065423,0.15893883779091622,0.11216120650982647,-0.5303393222633682,-0.6151939160918353,0.37714529335849856,-0.05187498875203141,-0.17912436657192765,-0.11249880634475368,-0.06061582772428177,-0.07018606782755746,0.04691567755915291,0.02993673897061347,3.4312830354821244e-15
22071,Louisiana,Orleans Parish,22,071,1,LA,22071,"22071, Orleans Parish, LA",-3.594044682700033,-6.70228043719353,-1.2941533875812203,2.2412696323016577,-0.9870168325824984,1.4643036854002542,-0.8938957708631506,-0.4664672573285878,-0.25514660969201647,-1.3380721370959312,0.24832824636743434,0.7579714957688919,0.35774729463256794,-0.08969082573020593,-0.14076929334120158,-0.10361545989646509,-0.08065530614457114,-0.018749264859384406,-0.014256376309643461,0.013007492167939467,-0.08462032056710247,-0.04923077112946032,1.502270530195915e-15
22075,Louisiana,Plaquemines Parish,22,075,1,LA,22075,"22075, Plaquemines Parish, LA",-4.6837390625503215,0.8818114137591342,3.6752222838614936,2.2857520636508752,-0.508545373838442,-1.8873679471314007,0.6061829580530791,1.756796685678121,-1.2857989632771512,-0.4124257374685617,0.38742892760368236,0.03810787648186809,-0.3800053784693008,0.018786486679110447,-0.2587864498375949,-0.2392580954341173,-0.0023462464794452575,-0.08003596606252472,-0.06717289765312791,-9.562612627410788e-4,0.047081839326735875,0.08782622100633017,2.14064876935538e-15
22087,Louisiana,St. Bernard Parish,22,087,1,LA,22087,"22087, St. Bernard Parish, LA",-6.7826967449904085,0.9019725211725093,4.0738175985148395,0.49178134357214526,1.680555941426088,-0.4997301185786201,-1.1990513521290342,-1.8323069638365428,0.18788511070276415,-0.2622759171145999,-0.35422503577074416,-0.7508874435406018,0.10399356617918704,0.1097641845076914,0.3257019982129445,0.2701563523388518,0.019149591526226264,0.06012246376384396,0.0012462777250162003,-0.07692703763213328,-0.0367589614900625,-0.13234889381396228,3.4243441415782172e-15
22103,Louisiana,St. Tammany Parish,22,103,1,LA,22103,"22103, St. Tammany Parish, LA",-2.2609576383699337,1.9036787499548036,-1.098843126302831,1.3406079081547277,0.06739773617334816,1.375160754266715,1.298777726550194,0.14800978592049546,-0.2831675301314824,0.08286853073365832,-1.483308432903876,-0.5441243047586957,0.6167127505880977,0.4425159557426327,-0.5665423022826696,0.16225310154378073,0.11345894037681277,0.08431113900609796,0.09809207392883616,0.18606954945775173,0.0450875631903357,0.055528757352294664,2.8206603719382883e-15
26099,Michigan,Macomb County,26,099,1,MI,26099,"26099, Macomb County, MI",-2.6928733079482963,2.421260590119486,-1.966913953834629,-1.2846273973911522,3.9033551102757302,1.2670489712087363,-0.915566093686556,2.0975675744573272,0.29223482280657664,-0.7369197320818196,0.32135635365345117,0.1323474422792843,-0.16741381809161326,-0.07963664816313032,0.03068572979456391,0.056981053201236476,0.039793185215082016,-0.03791091400942914,-0.021633440716214036,0.012999988586086253,0.006453583304867172,-0.0012481555708373226,3.608224830031759e-15
26125,Michigan,Oakland County,26,125,1,MI,26125,"26125, Oakland County, MI",1.0192931941053942,1.6492203259438567,-3.7312250493151753,0.07185079681767578,-0.21936878799985793,-0.7380033455987668,-0.32471584445904855,-0.3081233827842612,-0.9124430418511232,0.2512721193794488,-0.309373342268086,-0.3818414460906307,-0.4096548773558742,0.10598586424003328,-0.408293986503269,0.09035234426651384,-0.3700263034161182,-0.02438346332500814,-0.19041094750339502,-0.36771040444285036,-0.23816248460700434,-0.05974706426705261,2.876171523169546e-15
26163,Michigan,Wayne County,26,163,1,MI,26163,"26163, Wayne County, MI",-5.675464546357537,-2.062833763561539,-2.3031643239361586,-1.2569893739112952,-0.3597935946128999,-0.5715238097653993,-1.614201995762975,-0.37221338258007086,-0.20288986628454858,1.2889669748149788,-0.3940510111485208,0.2728216473236802,-0.3843956850002083,0.36638962670837394,0.08516415946897618,-0.5470747157605329,0.2477360619769624,0.13405413523319315,0.1387271114120702,-0.01417391416881211,0.15073672730661672,0.10820066770752966,3.1259717037102064e-15
53033,Washington,King County,53,033,1,WA,53033,"53033, King County, WA",4.435989281422826,0.7030677701188909,-0.21817823515880397,2.2265390212980414,-1.0782843728074107,0.41609823977337473,-1.0354007425698617,0.1855224287303383,1.0484759316543864,0.12148177910535653,0.35526838397346294,-0.3883992100645345,-0.8352323590709863,0.06723232863580056,-0.3784996645045056,0.2734315006235629,-0.05274354012420411,-0.14532270375398998,0.29231151036346686,0.02499735523737329,0.21985466445683893,-0.14055675604226991,3.264749581788351e-15
53061,Washington,Snohomish County,53,061,1,WA,53061,"53061, Snohomish County, WA",1.9663433929934204,2.417200220061658,1.443792762167104,1.807433881691201,-0.6442479677949797,0.9793740576349783,-0.9976636034490035,0.09461884930796367,1.2322144211665558,0.9468693593931423,0.8798460086598714,-0.14310315204341362,0.44906122061295317,0.10813258619333974,-0.10000770224394764,-0.09027048015708827,0.22730207230893418,0.06751565602191137,-0.2435257789362166,-0.051381389496527485,-0.1961036947986891,0.19647407438224707,2.8206603719382883e-15
