fips,state,county,state_fips,county_fips,rucc,state_abb,metro_area,metro_state_county,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24
06001,California,Alameda County,06,001,1,CA,San Francisco,"San Francisco, Alameda County, CA",3.965027013497795,-0.9741682831823181,-0.3727682293209138,-0.6303320138237968,0.5993577748873526,0.6592163405938605,-0.31516088118947977,-0.8810578967234894,-0.2537714638966272,-0.5948412580514889,0.14258603363180744,0.3663487359713058,-0.3373231399285224,0.22609151473489908,-0.06394186079232778,0.2202131224967602,-0.31007305914670863,0.626487170410555,-0.016880911013279508,0.22176916684334821,-0.2505741177394137,7.099755455691348e-4,0.2193738601459623,2.0860049798621105e-15
06037,California,Los Angeles County,06,037,1,CA,Los Angeles,"Los Angeles, Los Angeles County, CA",1.0912296245049158,-4.3294515957763835,-2.7177498586683946,-2.6405810111483463,-1.0122153325683443,-0.21988393444281626,0.39603298126969755,0.8193959751916593,-1.314103180859753,0.39944965111991904,-0.3286552713602177,-0.2822480636424824,-0.2952849341068145,-0.19641062174530316,-0.3165155031226749,0.3207586322343964,0.26325194677433195,0.06947497938093503,0.31793900851601214,-0.10055945142338747,0.26921468026757045,-0.026356571750477807,0.0755710618204488,3.1329105976141136e-15
06059,California,Orange County,06,059,1,CA,Los Angeles,"Los Angeles, Orange County, CA",3.2528157915036493,-1.136881409950854,-1.2227757829805332,-1.6828609746845413,0.6555412379921338,-0.10836896160767151,0.9986657369975392,-0.7569384162077026,-0.12413134926671704,-0.48466032264353814,0.43758931323204825,0.031894161793170464,-0.49869014935822154,0.6385891094833716,-0.22224460360768303,0.39004855385387277,0.2679863904803896,-0.5333544684828194,-0.1204169189686638,0.1293122432576632,-0.26216731545256244,0.0623633234089687,-0.14892952510392302,2.890916672715349e-15
06075,California,San Francisco County,06,075,1,CA,San Francisco,"San Francisco, San Francisco County, CA",5.773400398249251,-3.322405565484919,1.669494836266922,1.7213987445776184,1.5880440057574534,2.8809860773531586,0.34459046471704025,0.7968429693382278,-0.815296917114095,0.881891214653904,-0.4353551887237896,-0.1431768751910132,0.3504322609855796,-0.35603615782941717,0.023539952072918237,-0.20911931055548932,0.0753131485975073,-0.1467412576880324,-0.12351456840099975,0.13647776313608878,-0.026523538925794874,-0.024922323092619894,-0.031029258665576806,1.6245685352522798e-15
06081,California,San Mateo County,06,081,1,CA,San Francisco,"San Francisco, San Mateo County, CA",5.306359633407972,-0.23417105112516665,-0.2952443572005027,0.2497341664011816,0.30709306732448377,-0.9075498181860492,-0.1413925872108443,0.23489284411996067,1.5759812445050079,-0.8124913775455198,0.16266846195951135,-0.27868091955288166,-0.7050486293574264,-0.7791157480420359,-0.0023449724860082274,-0.3106931691350632,0.03519046974493188,-0.08737331049395168,0.07830215010536473,0.15990257413484563,0.07167134328579813,-0.2784096439670158,-0.024915577612202977,1.3608905669038052e-15
06085,California,Santa Clara County,06,085,1,CA,San Francisco,"San Francisco, Santa Clara County, CA",5.419389603873139,0.0443478254172483,-1.6203725371682625,0.35492536871002034,0.24885570063281742,-0.01703797676969907,-0.5821192252333978,0.2078972697907758,0.3940468118750391,-0.7082168759088476,-1.0588453652911198,0.8360392937790257,-0.45724312720833843,-0.01966431506212358,0.3128008780578039,-0.24123581763674726,-0.2594399316945156,-0.11179274921800149,-0.04393050687723111,-0.4106310444580403,0.08305397283771371,0.211021923096804,-0.023380755495305022,2.0964133207179714e-15
17031,Illinois,Cook County,17,031,1,IL,Chicago,"Chicago, Cook County, IL",-1.0952139409334423,-2.118740118157082,0.7717114973868893,-1.188897079373108,-2.1310193035492704,-0.06541618772880217,-0.35925094965931403,0.8561819121691963,0.11147025371913102,-0.26521688768105367,0.20645652964662137,-1.336401644317144,-0.09547364729095247,-0.048815778721632924,0.9743645723815295,-0.025015967322223488,-0.06434600946554436,0.02992999269069979,-0.2926262693025582,-0.013078972327449147,-0.1134541034105838,0.0929018762082677,0.022898527830866135,1.9784521243515485e-15
17043,Illinois,DuPage County,17,043,1,IL,Chicago,"Chicago, DuPage County, IL",2.609799127916797,2.8219751482298645,1.6773139323158563,-0.28000556590746273,-0.4976506226254478,0.09396131364521908,1.0709217776366018,-0.9777371225682399,-0.9409773611078392,-1.0244080282712673,0.9072916670899239,-0.2647392842132694,0.582121902305151,0.08405117328024911,-0.17293123545351027,-0.39182482979183336,-0.2736651458918885,-0.3883322259990424,-0.006137719628547748,-0.10639896531242889,0.22326535859075572,0.006345925352399157,0.15260852447122128,1.6037518535405582e-15
17089,Illinois,Kane County,17,089,1,IL,Chicago,"Chicago, Kane County, IL",-0.2982939452441012,1.847225240552297,-1.8972351087345432,-0.9041900354357308,-1.6329691751148565,-0.7329625322763683,0.5526150992845146,0.8500789061204983,-0.33359299063212905,0.42297906942936625,-0.28686062680278557,0.9181742192644262,0.367386328447218,0.21963063208888756,-0.022474263209508166,-0.11578307721243045,-0.18857829813576443,0.11109893717433988,-0.5290817989126672,0.3121193211958428,0.17628551882229873,-0.09370994476453325,-0.06059776672615272,2.1909557501587074e-15
17097,Illinois,Lake County,17,097,1,IL,Chicago,"Chicago, Lake County, IL",1.3305806048102409,1.9288502602623194,0.22035988335247317,-0.09911119471219884,-1.8373119260026225,-0.5606868588843115,-0.2600613293098909,0.4150412178754004,-0.490255852574078,-0.02821634785124983,-0.5438084604000923,-0.21017581963003443,0.3523239009943709,0.4261966122088263,-0.31198637299790954,-0.861527378776902,0.13495612007192992,0.16849396175104636,0.4019362978631846,0.09987674615875988,-0.27929428914242627,0.026108233132347704,-0.09214836869091277,1.766815860282378e-15
